,scores,,,,,
41933,0,0,,,,
41934,0,0,,,,
41935,1,1,,,,
41936,0,0,,,,
41937,-1,-1,,,,
41938,0,0,,,,
41939,0,0,,,,
41940,0,0,,,,
41941,1,1,,,,
41942,1,1,,,,
41943,1,1,,,,
41944,0,0,,,,
41945,-3,-1,,,,
41946,0,0,,,,
41947,0,0,,,,
41948,1,1,,,,
41949,0,0,,,,
41950,0,0,,,,
41951,0,0,,,,
41952,0,0,,,,
41953,1,1,,,,
41954,-1,-1,,,,
41955,0,0,,,,
41956,-1,-1,,,,
41957,0,0,,,,
41958,0,0,,,,
41959,-1,-1,,,,
41960,0,0,,,,
41961,-1,-1,,,,
41962,0,0,,,,
41963,0,0,,,,
41964,0,0,,,,
41965,1,1,,,,
41966,-2,-1,,,,
41967,0,0,,,,
41968,0,0,,,,
41969,0,0,,,,
41970,0,0,,,,
41971,0,0,,,,
41972,-1,-1,,,,
41973,0,0,,,,
41974,-1,-1,,,,
41975,0,0,,,,
41976,0,0,,,,
41977,0,0,,,,
41978,0,0,,,,
41979,0,0,,,,
41980,0,0,,,,
41981,0,0,,,,
41982,0,0,,,,
41983,2,1,,,,
41984,1,1,,,,
41985,0,0,,,,
41986,1,1,,,,
41987,0,0,,,,
41988,0,0,,,,
41989,0,0,,,,
41990,0,0,,,,
41991,0,0,,,,
41992,-1,-1,,,,
41993,0,0,,,,
41994,1,1,,,,
41995,0,0,,,,
41996,0,0,,,,
41997,1,1,,,,
41998,0,0,,,,
41999,-1,-1,,,,
42000,-2,-1,,,,
42001,0,0,,,,
42002,2,1,,,,
42003,-1,-1,,,,
42004,2,1,,,,
42005,0,0,,,,
42006,1,1,,,,
42007,0,0,,,,
42008,0,0,,,,
42009,2,1,,,,
42010,0,0,,,,
42011,1,1,,,,
42012,-1,-1,,,,
42013,0,0,,,,
42014,0,0,,,,
42015,-1,-1,,,,
42016,-1,-1,,,,
42017,-2,-1,,,,
42018,1,1,,,,
42019,0,0,,,,
42020,0,0,,,,
42021,0,0,,,,
42022,-1,-1,,,,
42023,0,0,,,,
42024,-1,-1,,,,
42025,-1,-1,,,,
42026,2,1,,,,
42027,0,0,,,,
42028,1,1,,,,
42029,1,1,,,,
42030,0,0,,,,
42031,0,0,,,,
42032,1,1,,,,
42033,0,0,,,,
42034,0,0,,,,
42035,1,1,,,,
42036,0,0,,,,
42037,1,1,,,,
42038,-1,-1,,,,
42039,0,0,,,,
42040,1,1,,,,
42041,1,1,,,,
42042,2,1,,,,
42043,0,0,,,,
42044,0,0,,,,
42045,1,1,,,,
42046,0,0,,,,
42047,-1,-1,,,,
42048,0,0,,,,
42049,0,0,,,,
42050,0,0,,,,
42051,-1,-1,,,,
42052,0,0,,,,
42053,0,0,,,,
42054,0,0,,,,
42055,0,0,,,,
42056,0,0,,,,
42057,2,1,,,,
42058,-1,-1,,,,
42059,0,0,,,,
42060,0,0,,,,
42061,-1,-1,,,,
42062,0,0,,,,
42063,0,0,,,,
42064,2,1,,,,
42065,1,1,,,,
42066,-1,-1,,,,
42067,-1,-1,,,,
42068,-1,-1,,,,
42069,-1,-1,,,,
42070,0,0,,,,
42071,-2,-1,,,,
42072,0,0,,,,
42073,-1,-1,,,,
42074,-1,-1,,,,
42075,1,1,,,,
42076,-1,-1,,,,
42077,0,0,,,,
42078,0,0,,,,
42079,-1,-1,,,,
42080,1,1,,,,
42081,0,0,,,,
42082,2,1,,,,
42083,2,1,,,,
42084,0,0,,,,
42085,3,1,,,,
42086,0,0,,,,
42087,0,0,,,,
42088,-1,-1,,,,
42089,0,0,,,,
42090,0,0,,,,
42091,0,0,,,,
42092,0,0,,,,
42093,-1,-1,,,,
42094,0,0,,,,
42095,0,0,,,,
42096,-1,-1,,,,
42097,0,0,,,,
42098,1,1,,,,
42099,-1,-1,,,,
42100,-1,-1,,,,
42101,0,0,,,,
42102,0,0,,,,
42103,-1,-1,,,,
42104,-1,-1,,,,
42105,1,1,,,,
42106,-1,-1,,,,
42107,-1,-1,,,,
42108,0,0,,,,
42109,0,0,,,,
42110,1,1,,,,
42111,0,0,,,,
42112,0,0,,,,
42113,0,0,,,,
42114,1,1,,,,
42115,0,0,,,,
42116,2,1,,,,
42117,0,0,,,,
42118,0,0,,,,
42119,0,0,,,,
42120,1,1,,,,
42121,1,1,,,,
42122,-1,-1,,,,
42123,1,1,,,,
42124,-1,-1,,,,
42125,0,0,,,,
42126,0,0,,,,
42127,0,0,,,,
42128,0,0,,,,
42129,0,0,,,,
42130,1,1,,,,
42131,-1,-1,,,,
42132,0,0,,,,
42133,0,0,,,,
42134,1,1,,,,
42135,1,1,,,,
42136,0,0,,,,
42137,0,0,,,,
42138,0,0,,,,
42139,0,0,,,,
42140,1,1,,,,
42141,-1,-1,,,,
42142,1,1,,,,
42143,-1,-1,,,,
42144,0,0,,,,
42145,1,1,,,,
42146,0,0,,,,
42147,-1,-1,,,,
42148,1,1,,,,
42149,0,0,,,,
42150,1,1,,,,
42151,-1,-1,,,,
42152,0,0,,,,
42153,-1,-1,,,,
42154,0,0,,,,
42155,0,0,,,,
42156,0,0,,,,
42157,1,1,,,,
42158,0,0,,,,
42159,-1,-1,,,,
42160,0,0,,,,
42161,-1,-1,,,,
42162,1,1,,,,
42163,0,0,,,,
42164,-1,-1,,,,
42165,1,1,,,,
42166,1,1,,,,
42167,-1,-1,,,,
42168,-1,-1,,,,
42169,0,0,,,,
42170,0,0,,,,
42171,0,0,,,,
42172,0,0,,,,
42173,0,0,,,,
42174,-2,-1,,,,
42175,0,0,,,,
42176,0,0,,,,
42177,0,0,,,,
42178,1,1,,,,
42179,1,1,,,,
42180,0,0,,,,
42181,0,0,,,,
42182,-1,-1,,,,
42183,-1,-1,,,,
42184,-1,-1,,,,
42185,-1,-1,,,,
42186,0,0,,,,
42187,0,0,,,,
42188,0,0,,,,
42189,2,1,,,,
42190,0,0,,,,
42191,-1,-1,,,,
42192,-1,-1,,,,
42193,0,0,,,,
42194,-1,-1,,,,
42195,1,1,,,,
42196,-1,-1,,,,
42197,2,1,,,,
42198,-1,-1,,,,
42199,-1,-1,,,,
42200,0,0,,,,
42201,0,0,,,,
42202,-1,-1,,,,
42203,0,0,,,,
42204,1,1,,,,
42205,0,0,,,,
42206,1,1,,,,
42207,2,1,,,,
42208,0,0,,,,
42209,1,1,,,,
42210,-1,-1,,,,
42211,0,0,,,,
42212,0,0,,,,
42213,-1,-1,,,,
42214,0,0,,,,
42215,0,0,,,,
42216,0,0,,,,
42217,1,1,,,,
42218,0,0,,,,
42219,0,0,,,,
42220,0,0,,,,
42221,0,0,,,,
42222,1,1,,,,
42223,1,1,,,,
42224,0,0,,,,
42225,-2,-1,,,,
42226,0,0,,,,
42227,2,1,,,,
42228,1,1,,,,
42229,0,0,,,,
42230,-1,-1,,,,
42231,0,0,,,,
42232,1,1,,,,
42233,0,0,,,,
42234,0,0,,,,
42235,2,1,,,,
42236,0,0,,,,
42237,-1,-1,,,,
42238,1,1,,,,
42239,0,0,,,,
42240,0,0,,,,
42241,-1,-1,,,,
42242,-1,-1,,,,
42243,1,1,,,,
42244,1,1,,,,
42245,-1,-1,,,,
42246,0,0,,,,
42247,0,0,,,,
42248,0,0,,,,
42249,2,1,,,,
42250,-1,-1,,,,
42251,-1,-1,,,,
42252,-1,-1,,,,
42253,2,1,,,,
42254,-1,-1,,,,
42255,-2,-1,,,,
42256,0,0,,,,
42257,0,0,,,,
42258,-1,-1,,,,
42259,0,0,,,,
42260,1,1,,,,
42261,0,0,,,,
42262,2,1,,,,
42263,0,0,,,,
42264,-1,-1,,,,
42265,2,1,,,,
42266,0,0,,,,
42267,0,0,,,,
42268,0,0,,,,
42269,0,0,,,,
42270,3,1,,,,
42271,-1,-1,,,,
42272,1,1,,,,
42273,2,1,,,,
42274,0,0,,,,
42275,0,0,,,,
42276,-1,-1,,,,
42277,0,0,,,,
42278,0,0,,,,
42279,0,0,,,,
42280,1,1,,,,
42281,0,0,,,,
42282,2,1,,,,
42283,0,0,,,,
42284,0,0,,,,
42285,1,1,,,,
42286,-1,-1,,,,
42287,0,0,,,,
42288,0,0,,,,
42289,0,0,,,,
42290,0,0,,,,
42291,0,0,,,,
42292,0,0,,,,
42293,0,0,,,,
42294,0,0,,,,
42295,0,0,,,,
42296,0,0,,,,
42297,0,0,,,,
42298,-2,-1,,,,
42299,0,0,,,,
42300,0,0,,,,
42301,-1,-1,,,,
42302,2,1,,,,
42303,0,0,,,,
42304,1,1,,,,
42305,1,1,,,,
42306,0,0,,,,
42307,0,0,,,,
42308,0,0,,,,
42309,0,0,,,,
42310,0,0,,,,
42311,0,0,,,,
42312,1,1,,,,
42313,0,0,,,,
42314,1,1,,,,
42315,0,0,,,,
42316,0,0,,,,
42317,-1,-1,,,,
42318,1,1,,,,
42319,0,0,,,,
42320,0,0,,,,
42321,1,1,,,,
42322,0,0,,,,
42323,1,1,,,,
42324,-1,-1,,,,
42325,0,0,,,,
42326,0,0,,,,
42327,0,0,,,,
42328,-1,-1,,,,
42329,0,0,,,,
42330,-1,-1,,,,
42331,0,0,,,,
42332,0,0,,,,
42333,0,0,,,,
42334,1,1,,,,
42335,0,0,,,,
42336,-3,-1,,,,
42337,1,1,,,,
42338,0,0,,,,
42339,0,0,,,,
42340,0,0,,,,
42341,0,0,,,,
42342,0,0,,,,
42343,0,0,,,,
42344,0,0,,,,
42345,1,1,,,,
42346,0,0,,,,
42347,0,0,,,,
42348,0,0,,,,
42349,0,0,,,,
42350,0,0,,,,
42351,0,0,,,,
42352,0,0,,,,
42353,0,0,,,,
42354,-1,-1,,,,
42355,0,0,,,,
42356,0,0,,,,
42357,1,1,,,,
42358,1,1,,,,
42359,0,0,,,,
42360,0,0,,,,
42361,-1,-1,,,,
42362,2,1,,,,
42363,-1,-1,,,,
42364,2,1,,,,
42365,0,0,,,,
42366,0,0,,,,
42367,0,0,,,,
42368,-1,-1,,,,
42369,0,0,,,,
42370,0,0,,,,
42371,0,0,,,,
42372,0,0,,,,
42373,0,0,,,,
42374,1,1,,,,
42375,0,0,,,,
42376,0,0,,,,
42377,-1,-1,,,,
42378,0,0,,,,
42379,0,0,,,,
42380,-1,-1,,,,
42381,-1,-1,,,,
42382,0,0,,,,
42383,-1,-1,,,,
42384,0,0,,,,
42385,0,0,,,,
42386,0,0,,,,
42387,1,1,,,,
42388,0,0,,,,
42389,0,0,,,,
42390,0,0,,,,
42391,0,0,,,,
42392,-1,-1,,,,
42393,0,0,,,,
42394,0,0,,,,
42395,-1,-1,,,,
42396,0,0,,,,
42397,0,0,,,,
42398,0,0,,,,
42399,0,0,,,,
42400,0,0,,,,
42401,0,0,,,,
42402,0,0,,,,
42403,2,1,,,,
42404,3,1,,,,
42405,0,0,,,,
42406,0,0,,,,
42407,0,0,,,,
42408,0,0,,,,
42409,0,0,,,,
42410,-1,-1,,,,
42411,1,1,,,,
42412,0,0,,,,
42413,0,0,,,,
42414,1,1,,,,
42415,-1,-1,,,,
42416,-1,-1,,,,
42417,0,0,,,,
42418,-2,-1,,,,
42419,-2,-1,,,,
42420,-2,-1,,,,
42421,2,1,,,,
42422,0,0,,,,
42423,1,1,,,,
42424,0,0,,,,
42425,-1,-1,,,,
42426,1,1,,,,
42427,0,0,,,,
42428,0,0,,,,
42429,0,0,,,,
42430,0,0,,,,
42431,2,1,,,,
42432,-1,-1,,,,
42433,0,0,,,,
42434,-2,-1,,,,
42435,0,0,,,,
42436,-1,-1,,,,
42437,-1,-1,,,,
42438,0,0,,,,
42439,0,0,,,,
42440,0,0,,,,
42441,0,0,,,,
42442,0,0,,,,
42443,1,1,,,,
42444,0,0,,,,
42445,0,0,,,,
42446,0,0,,,,
42447,0,0,,,,
42448,-1,-1,,,,
42449,-2,-1,,,,
42450,0,0,,,,
42451,0,0,,,,
42452,0,0,,,,
42453,0,0,,,,
42454,-1,-1,,,,
42455,-1,-1,,,,
42456,0,0,,,,
42457,-1,-1,,,,
42458,0,0,,,,
42459,0,0,,,,
42460,-1,-1,,,,
42461,0,0,,,,
42462,0,0,,,,
42463,0,0,,,,
42464,1,1,,,,
42465,-2,-1,,,,
42466,-1,-1,,,,
42467,0,0,,,,
42468,0,0,,,,
42469,0,0,,,,
42470,0,0,,,,
42471,2,1,,,,
42472,-2,-1,,,,
42473,0,0,,,,
42474,0,0,,,,
42475,0,0,,,,
42476,0,0,,,,
42477,0,0,,,,
42478,0,0,,,,
42479,0,0,,,,
42480,-1,-1,,,,
42481,0,0,,,,
42482,0,0,,,,
42483,1,1,,,,
42484,0,0,,,,
42485,-1,-1,,,,
42486,0,0,,,,
42487,1,1,,,,
42488,-1,-1,,,,
42489,0,0,,,,
42490,0,0,,,,
42491,2,1,,,,
42492,0,0,,,,
42493,1,1,,,,
42494,0,0,,,,
42495,-1,-1,,,,
42496,0,0,,,,
42497,-1,-1,,,,
42498,0,0,,,,
42499,0,0,,,,
42500,0,0,,,,
42501,2,1,,,,
42502,0,0,,,,
42503,0,0,,,,
42504,0,0,,,,
42505,-2,-1,,,,
42506,0,0,,,,
42507,0,0,,,,
42508,1,1,,,,
42509,-2,-1,,,,
42510,0,0,,,,
42511,-1,-1,,,,
42512,2,1,,,,
42513,0,0,,,,
42514,-1,-1,,,,
42515,-1,-1,,,,
42516,0,0,,,,
42517,1,1,,,,
42518,0,0,,,,
42519,-1,-1,,,,
42520,0,0,,,,
42521,1,1,,,,
42522,0,0,,,,
42523,0,0,,,,
42524,0,0,,,,
42525,0,0,,,,
42526,1,1,,,,
42527,1,1,,,,
42528,0,0,,,,
42529,0,0,,,,
42530,-1,-1,,,,
42531,1,1,,,,
42532,0,0,,,,
42533,0,0,,,,
42534,-1,-1,,,,
42535,0,0,,,,
42536,0,0,,,,
42537,0,0,,,,
42538,0,0,,,,
42539,-2,-1,,,,
42540,0,0,,,,
42541,0,0,,,,
42542,1,1,,,,
42543,0,0,,,,
42544,1,1,,,,
42545,0,0,,,,
42546,0,0,,,,
42547,0,0,,,,
42548,1,1,,,,
42549,0,0,,,,
42550,0,0,,,,
42551,0,0,,,,
42552,1,1,,,,
42553,-1,-1,,,,
42554,1,1,,,,
42555,0,0,,,,
42556,0,0,,,,
42557,1,1,,,,
42558,1,1,,,,
42559,2,1,,,,
42560,-2,-1,,,,
42561,1,1,,,,
42562,-1,-1,,,,
42563,0,0,,,,
42564,1,1,,,,
42565,-1,-1,,,,
42566,0,0,,,,
42567,0,0,,,,
42568,1,1,,,,
42569,1,1,,,,
42570,0,0,,,,
42571,0,0,,,,
42572,-1,-1,,,,
42573,-1,-1,,,,
42574,0,0,,,,
42575,1,1,,,,
42576,1,1,,,,
42577,0,0,,,,
42578,1,1,,,,
42579,0,0,,,,
42580,0,0,,,,
42581,-1,-1,,,,
42582,-1,-1,,,,
42583,0,0,,,,
42584,0,0,,,,
42585,-1,-1,,,,
42586,0,0,,,,
42587,0,0,,,,
42588,0,0,,,,
42589,1,1,,,,
42590,-1,-1,,,,
42591,0,0,,,,
42592,0,0,,,,
42593,-1,-1,,,,
42594,1,1,,,,
42595,0,0,,,,
42596,1,1,,,,
42597,1,1,,,,
42598,-1,-1,,,,
42599,1,1,,,,
42600,-1,-1,,,,
42601,-1,-1,,,,
42602,1,1,,,,
42603,-1,-1,,,,
42604,0,0,,,,
42605,2,1,,,,
42606,0,0,,,,
42607,-3,-1,,,,
42608,0,0,,,,
42609,0,0,,,,
42610,0,0,,,,
42611,0,0,,,,
42612,0,0,,,,
42613,-1,-1,,,,
42614,0,0,,,,
42615,0,0,,,,
42616,0,0,,,,
42617,0,0,,,,
42618,1,1,,,,
42619,-2,-1,,,,
42620,0,0,,,,
42621,-1,-1,,,,
42622,-3,-1,,,,
42623,1,1,,,,
42624,1,1,,,,
42625,0,0,,,,
42626,0,0,,,,
42627,1,1,,,,
42628,1,1,,,,
42629,1,1,,,,
42630,0,0,,,,
42631,1,1,,,,
42632,1,1,,,,
42633,0,0,,,,
42634,-1,-1,,,,
42635,-1,-1,,,,
42636,2,1,,,,
42637,0,0,,,,
42638,2,1,,,,
42639,0,0,,,,
42640,-1,-1,,,,
42641,0,0,,,,
42642,1,1,,,,
42643,1,1,,,,
42644,-1,-1,,,,
42645,-1,-1,,,,
42646,2,1,,,,
42647,-2,-1,,,,
42648,0,0,,,,
42649,0,0,,,,
42650,-2,-1,,,,
42651,1,1,,,,
42652,0,0,,,,
42653,0,0,,,,
42654,0,0,,,,
42655,-2,-1,,,,
42656,-1,-1,,,,
42657,1,1,,,,
42658,1,1,,,,
42659,-2,-1,,,,
42660,0,0,,,,
42661,-1,-1,,,,
42662,0,0,,,,
42663,-1,-1,,,,
42664,2,1,,,,
42665,0,0,,,,
42666,0,0,,,,
42667,0,0,,,,
42668,0,0,,,,
42669,1,1,,,,
42670,-1,-1,,,,
42671,-1,-1,,,,
42672,-1,-1,,,,
42673,2,1,,,,
42674,0,0,,,,
42675,0,0,,,,
42676,0,0,,,,
42677,-2,-1,,,,
42678,-2,-1,,,,
42679,0,0,,,,
42680,-2,-1,,,,
42681,0,0,,,,
42682,1,1,,,,
42683,0,0,,,,
42684,0,0,,,,
42685,0,0,,,,
42686,0,0,,,,
42687,0,0,,,,
42688,0,0,,,,
42689,-1,-1,,,,
42690,0,0,,,,
42691,1,1,,,,
42692,-3,-1,,,,
42693,-1,-1,,,,
42694,-1,-1,,,,
42695,0,0,,,,
42696,-2,-1,,,,
42697,-1,-1,,,,
42698,-1,-1,,,,
42699,0,0,,,,
42700,0,0,,,,
42701,-1,-1,,,,
42702,0,0,,,,
42703,0,0,,,,
42704,0,0,,,,
42705,-2,-1,,,,
42706,0,0,,,,
42707,0,0,,,,
42708,0,0,,,,
42709,0,0,,,,
42710,0,0,,,,
42711,1,1,,,,
42712,-1,-1,,,,
42713,-1,-1,,,,
42714,-1,-1,,,,
42715,0,0,,,,
42716,-2,-1,,,,
42717,0,0,,,,
42718,-2,-1,,,,
42719,0,0,,,,
42720,1,1,,,,
42721,0,0,,,,
42722,0,0,,,,
42723,0,0,,,,
42724,-1,-1,,,,
42725,0,0,,,,
42726,0,0,,,,
42727,-1,-1,,,,
42728,-1,-1,,,,
42729,0,0,,,,
42730,0,0,,,,
42731,2,1,,,,
42732,0,0,,,,
42733,1,1,,,,
42734,0,0,,,,
42735,-1,-1,,,,
42736,0,0,,,,
42737,-2,-1,,,,
42738,1,1,,,,
42739,-2,-1,,,,
42740,-1,-1,,,,
42741,-1,-1,,,,
42742,0,0,,,,
42743,1,1,,,,
42744,-2,-1,,,,
42745,-1,-1,,,,
42746,0,0,,,,
42747,0,0,,,,
42748,0,0,,,,
42749,0,0,,,,
42750,1,1,,,,
42751,0,0,,,,
42752,0,0,,,,
42753,-3,-1,,,,
42754,0,0,,,,
42755,-1,-1,,,,
42756,0,0,,,,
42757,1,1,,,,
42758,0,0,,,,
42759,0,0,,,,
42760,-1,-1,,,,
42761,-1,-1,,,,
42762,0,0,,,,
42763,0,0,,,,
42764,0,0,,,,
42765,0,0,,,,
42766,0,0,,,,
42767,-1,-1,,,,
42768,0,0,,,,
42769,-1,-1,,,,
42770,0,0,,,,
42771,0,0,,,,
42772,-3,-1,,,,
42773,0,0,,,,
42774,0,0,,,,
42775,0,0,,,,
42776,0,0,,,,
42777,0,0,,,,
42778,1,1,,,,
42779,0,0,,,,
42780,1,1,,,,
42781,0,0,,,,
42782,2,1,,,,
42783,1,1,,,,
42784,-1,-1,,,,
42785,-1,-1,,,,
42786,0,0,,,,
42787,1,1,,,,
42788,0,0,,,,
42789,0,0,,,,
42790,0,0,,,,
42791,0,0,,,,
42792,-2,-1,,,,
42793,1,1,,,,
42794,0,0,,,,
42795,-1,-1,,,,
42796,0,0,,,,
42797,-1,-1,,,,
42798,0,0,,,,
42799,0,0,,,,
42800,1,1,,,,
42801,-1,-1,,,,
42802,0,0,,,,
42803,0,0,,,,
42804,0,0,,,,
42805,-1,-1,,,,
42806,0,0,,,,
42807,-1,-1,,,,
42808,0,0,,,,
42809,0,0,,,,
42810,0,0,,,,
42811,0,0,,,,
42812,-2,-1,,,,
42813,0,0,,,,
42814,0,0,,,,
42815,0,0,,,,
42816,0,0,,,,
42817,0,0,,,,
42818,1,1,,,,
42819,0,0,,,,
42820,0,0,,,,
42821,1,1,,,,
42822,-1,-1,,,,
42823,0,0,,,,
42824,-1,-1,,,,
42825,0,0,,,,
42826,0,0,,,,
42827,1,1,,,,
42828,0,0,,,,
42829,0,0,,,,
42830,-1,-1,,,,
42831,0,0,,,,
42832,-1,-1,,,,
42833,0,0,,,,
42834,0,0,,,,
42835,0,0,,,,
42836,0,0,,,,
42837,0,0,,,,
42838,0,0,,,,
42839,-1,-1,,,,
42840,0,0,,,,
42841,0,0,,,,
42842,0,0,,,,
42843,0,0,,,,
42844,0,0,,,,
42845,-1,-1,,,,
42846,1,1,,,,
42847,0,0,,,,
42848,-1,-1,,,,
42849,0,0,,,,
42850,0,0,,,,
42851,0,0,,,,
42852,1,1,,,,
42853,0,0,,,,
42854,-1,-1,,,,
42855,0,0,,,,
42856,0,0,,,,
42857,0,0,,,,
42858,-1,-1,,,,
42859,0,0,,,,
42860,-1,-1,,,,
42861,0,0,,,,
42862,0,0,,,,
42863,-2,-1,,,,
42864,0,0,,,,
42865,-1,-1,,,,
42866,-1,-1,,,,
42867,0,0,,,,
42868,0,0,,,,
42869,0,0,,,,
42870,0,0,,,,
42871,0,0,,,,
42872,0,0,,,,
42873,0,0,,,,
42874,2,1,,,,
42875,0,0,,,,
42876,0,0,,,,
42877,0,0,,,,
42878,1,1,,,,
42879,-1,-1,,,,
42880,0,0,,,,
42881,-1,-1,,,,
42882,-1,-1,,,,
42883,0,0,,,,
42884,-1,-1,,,,
42885,0,0,,,,
42886,0,0,,,,
42887,0,0,,,,
42888,0,0,,,,
42889,0,0,,,,
42890,-1,-1,,,,
42891,0,0,,,,
42892,-1,-1,,,,
42893,0,0,,,,
42894,0,0,,,,
42895,0,0,,,,
42896,-1,-1,,,,
42897,0,0,,,,
42898,0,0,,,,
42899,0,0,,,,
42900,0,0,,,,
42901,-1,-1,,,,
42902,-1,-1,,,,
42903,0,0,,,,
42904,0,0,,,,
42905,0,0,,,,
42906,-1,-1,,,,
42907,-1,-1,,,,
42908,0,0,,,,
42909,0,0,,,,
42910,0,0,,,,
42911,0,0,,,,
42912,0,0,,,,
42913,0,0,,,,
42914,-1,-1,,,,
42915,0,0,,,,
42916,-2,-1,,,,
42917,1,1,,,,
42918,0,0,,,,
42919,0,0,,,,
42920,0,0,,,,
42921,0,0,,,,
42922,0,0,,,,
42923,0,0,,,,
42924,2,1,,,,
42925,2,1,,,,
42926,1,1,,,,
42927,0,0,,,,
42928,0,0,,,,
42929,2,1,,,,
42930,-1,-1,,,,
42931,0,0,,,,
42932,0,0,,,,
42933,0,0,,,,
42934,0,0,,,,
42935,0,0,,,,
42936,0,0,,,,
42937,0,0,,,,
42938,-1,-1,,,,
42939,-2,-1,,,,
42940,0,0,,,,
42941,0,0,,,,
42942,0,0,,,,
42943,0,0,,,,
42944,-1,-1,,,,
42945,0,0,,,,
42946,-1,-1,,,,
42947,0,0,,,,
42948,-4,-1,,,,
42949,0,0,,,,
42950,-1,-1,,,,
42951,0,0,,,,
42952,0,0,,,,
42953,0,0,,,,
42954,0,0,,,,
42955,0,0,,,,
42956,0,0,,,,
42957,0,0,,,,
42958,0,0,,,,
42959,0,0,,,,
42960,0,0,,,,
42961,1,1,,,,
42962,2,1,,,,
42963,-1,-1,,,,
42964,1,1,,,,
42965,0,0,,,,
42966,-2,-1,,,,
42967,0,0,,,,
42968,0,0,,,,
42969,0,0,,,,
42970,-1,-1,,,,
42971,0,0,,,,
42972,2,1,,,,
42973,0,0,,,,
42974,0,0,,,,
42975,-1,-1,,,,
42976,0,0,,,,
42977,0,0,,,,
42978,0,0,,,,
42979,0,0,,,,
42980,0,0,,,,
42981,1,1,,,,
42982,0,0,,,,
42983,0,0,,,,
42984,1,1,,,,
42985,0,0,,,,
42986,0,0,,,,
42987,-1,-1,,,,
42988,0,0,,,,
42989,0,0,,,,
42990,0,0,,,,
42991,0,0,,,,
42992,0,0,,,,
42993,0,0,,,,
42994,0,0,,,,
42995,-2,-1,,,,
42996,-1,-1,,,,
42997,0,0,,,,
42998,0,0,,,,
42999,0,0,,,,
43000,-1,-1,,,,
43001,0,0,,,,
43002,0,0,,,,
43003,-1,-1,,,,
43004,0,0,,,,
43005,-2,-1,,,,
43006,-1,-1,,,,
43007,0,0,,,,
43008,0,0,,,,
43009,3,1,,,,
43010,0,0,,,,
43011,0,0,,,,
43012,0,0,,,,
43013,-2,-1,,,,
43014,-1,-1,,,,
43015,-3,-1,,,,
43016,1,1,,,,
43017,0,0,,,,
43018,0,0,,,,
43019,-1,-1,,,,
43020,0,0,,,,
43021,1,1,,,,
43022,0,0,,,,
43023,0,0,,,,
43024,-1,-1,,,,
43025,-2,-1,,,,
43026,0,0,,,,
43027,0,0,,,,
43028,0,0,,,,
43029,0,0,,,,
43030,0,0,,,,
43031,0,0,,,,
43032,0,0,,,,
43033,-2,-1,,,,
43034,0,0,,,,
43035,0,0,,,,
43036,0,0,,,,
43037,0,0,,,,
43038,0,0,,,,
43039,0,0,,,,
43040,0,0,,,,
43041,-2,-1,,,,
43042,0,0,,,,
43043,-1,-1,,,,
43044,0,0,,,,
43045,-2,-1,,,,
43046,0,0,,,,
43047,0,0,,,,
43048,-1,-1,,,,
43049,0,0,,,,
43050,0,0,,,,
43051,-1,-1,,,,
43052,-1,-1,,,,
43053,-1,-1,,,,
43054,0,0,,,,
43055,-1,-1,,,,
43056,-2,-1,,,,
43057,-2,-1,,,,
43058,0,0,,,,
43059,0,0,,,,
43060,0,0,,,,
43061,1,1,,,,
43062,1,1,,,,
43063,0,0,,,,
43064,0,0,,,,
43065,0,0,,,,
43066,-1,-1,,,,
43067,-2,-1,,,,
43068,-1,-1,,,,
43069,0,0,,,,
43070,0,0,,,,
43071,0,0,,,,
43072,-2,-1,,,,
43073,0,0,,,,
43074,-2,-1,,,,
43075,-2,-1,,,,
43076,-2,-1,,,,
43077,-1,-1,,,,
43078,-2,-1,,,,
43079,-1,-1,,,,
43080,-2,-1,,,,
43081,-1,-1,,,,
43082,-2,-1,,,,
43083,-2,-1,,,,
43084,0,0,,,,
43085,0,0,,,,
43086,-1,-1,,,,
43087,0,0,,,,
43088,0,0,,,,
43089,-1,-1,,,,
43090,0,0,,,,
43091,1,1,,,,
43092,0,0,,,,
43093,0,0,,,,
43094,0,0,,,,
43095,0,0,,,,
43096,-2,-1,,,,
43097,0,0,,,,
43098,2,1,,,,
43099,0,0,,,,
43100,-2,-1,,,,
43101,0,0,,,,
43102,0,0,,,,
43103,0,0,,,,
43104,0,0,,,,
43105,-1,-1,,,,
43106,0,0,,,,
43107,-1,-1,,,,
43108,-1,-1,,,,
43109,2,1,,,,
43110,0,0,,,,
43111,0,0,,,,
43112,0,0,,,,
43113,0,0,,,,
43114,-1,-1,,,,
43115,0,0,,,,
43116,0,0,,,,
43117,0,0,,,,
43118,0,0,,,,
43119,0,0,,,,
43120,0,0,,,,
43121,0,0,,,,
43122,0,0,,,,
43123,1,1,,,,
43124,1,1,,,,
43125,0,0,,,,
43126,1,1,,,,
43127,0,0,,,,
43128,0,0,,,,
43129,-1,-1,,,,
43130,0,0,,,,
43131,2,1,,,,
43132,0,0,,,,
43133,0,0,,,,
43134,0,0,,,,
43135,0,0,,,,
43136,0,0,,,,
43137,0,0,,,,
43138,-2,-1,,,,
43139,0,0,,,,
43140,0,0,,,,
43141,0,0,,,,
43142,0,0,,,,
43143,0,0,,,,
43144,0,0,,,,
43145,0,0,,,,
43146,0,0,,,,
43147,0,0,,,,
43148,-1,-1,,,,
43149,-2,-1,,,,
