,scores,,,,,
17635,-1,-1,,,,
17636,0,0,,,,
17637,0,0,,,,
17638,0,0,,,,
17639,0,0,,,,
17640,0,0,,,,
17641,0,0,,,,
17642,-1,-1,,,,
17643,1,1,,,,
17644,0,0,,,,
17645,-1,-1,,,,
17646,0,0,,,,
17647,1,1,,,,
17648,0,0,,,,
17649,1,1,,,,
17650,-1,-1,,,,
17651,0,0,,,,
17652,-1,-1,,,,
17653,0,0,,,,
17654,0,0,,,,
17655,0,0,,,,
17656,0,0,,,,
17657,0,0,,,,
17658,1,1,,,,
17659,0,0,,,,
17660,-1,-1,,,,
17661,0,0,,,,
17662,0,0,,,,
17663,0,0,,,,
17664,0,0,,,,
17665,0,0,,,,
17666,1,1,,,,
17667,0,0,,,,
17668,-1,-1,,,,
17669,0,0,,,,
17670,0,0,,,,
17671,1,1,,,,
17672,0,0,,,,
17673,-1,-1,,,,
17674,0,0,,,,
17675,1,1,,,,
17676,1,1,,,,
17677,0,0,,,,
17678,0,0,,,,
17679,1,1,,,,
17680,0,0,,,,
17681,0,0,,,,
17682,0,0,,,,
17683,0,0,,,,
17684,0,0,,,,
17685,-1,-1,,,,
17686,1,1,,,,
17687,0,0,,,,
17688,1,1,,,,
17689,1,1,,,,
17690,1,1,,,,
17691,0,0,,,,
17692,0,0,,,,
17693,0,0,,,,
17694,0,0,,,,
17695,0,0,,,,
17696,0,0,,,,
17697,2,1,,,,
17698,0,0,,,,
17699,0,0,,,,
17700,0,0,,,,
17701,0,0,,,,
17702,0,0,,,,
17703,0,0,,,,
17704,0,0,,,,
17705,0,0,,,,
17706,0,0,,,,
17707,0,0,,,,
17708,0,0,,,,
17709,0,0,,,,
17710,0,0,,,,
17711,0,0,,,,
17712,3,1,,,,
17713,0,0,,,,
17714,0,0,,,,
17715,-1,-1,,,,
17716,1,1,,,,
17717,0,0,,,,
17718,0,0,,,,
17719,1,1,,,,
17720,1,1,,,,
17721,-1,-1,,,,
17722,0,0,,,,
17723,-2,-1,,,,
17724,0,0,,,,
17725,0,0,,,,
17726,-1,-1,,,,
17727,0,0,,,,
17728,0,0,,,,
17729,3,1,,,,
17730,0,0,,,,
17731,0,0,,,,
17732,-1,-1,,,,
17733,1,1,,,,
17734,-2,-1,,,,
17735,0,0,,,,
17736,0,0,,,,
17737,0,0,,,,
17738,0,0,,,,
17739,0,0,,,,
17740,-1,-1,,,,
17741,0,0,,,,
17742,0,0,,,,
17743,1,1,,,,
17744,1,1,,,,
17745,0,0,,,,
17746,-1,-1,,,,
17747,1,1,,,,
17748,0,0,,,,
17749,0,0,,,,
17750,0,0,,,,
17751,1,1,,,,
17752,0,0,,,,
17753,0,0,,,,
17754,0,0,,,,
17755,2,1,,,,
17756,1,1,,,,
17757,0,0,,,,
17758,-1,-1,,,,
17759,2,1,,,,
17760,0,0,,,,
17761,0,0,,,,
17762,0,0,,,,
17763,0,0,,,,
17764,-1,-1,,,,
17765,0,0,,,,
17766,0,0,,,,
17767,0,0,,,,
17768,-1,-1,,,,
17769,-1,-1,,,,
17770,-1,-1,,,,
17771,0,0,,,,
17772,-1,-1,,,,
17773,0,0,,,,
17774,0,0,,,,
17775,1,1,,,,
17776,0,0,,,,
17777,-1,-1,,,,
17778,0,0,,,,
17779,0,0,,,,
17780,0,0,,,,
17781,-1,-1,,,,
17782,1,1,,,,
17783,0,0,,,,
17784,0,0,,,,
17785,0,0,,,,
17786,0,0,,,,
17787,0,0,,,,
17788,1,1,,,,
17789,1,1,,,,
17790,0,0,,,,
17791,0,0,,,,
17792,-2,-1,,,,
17793,0,0,,,,
17794,1,1,,,,
17795,0,0,,,,
17796,0,0,,,,
17797,0,0,,,,
17798,1,1,,,,
17799,0,0,,,,
17800,1,1,,,,
17801,-1,-1,,,,
17802,1,1,,,,
17803,0,0,,,,
17804,0,0,,,,
17805,-4,-1,,,,
17806,0,0,,,,
17807,0,0,,,,
17808,0,0,,,,
17809,-1,-1,,,,
17810,-1,-1,,,,
17811,0,0,,,,
17812,0,0,,,,
17813,0,0,,,,
17814,0,0,,,,
17815,1,1,,,,
17816,2,1,,,,
17817,1,1,,,,
17818,-1,-1,,,,
17819,-1,-1,,,,
17820,0,0,,,,
17821,-1,-1,,,,
17822,0,0,,,,
17823,0,0,,,,
17824,-1,-1,,,,
17825,-1,-1,,,,
17826,0,0,,,,
17827,0,0,,,,
17828,0,0,,,,
17829,0,0,,,,
17830,0,0,,,,
17831,0,0,,,,
17832,0,0,,,,
17833,0,0,,,,
17834,0,0,,,,
17835,0,0,,,,
17836,1,1,,,,
17837,-1,-1,,,,
17838,0,0,,,,
17839,0,0,,,,
17840,0,0,,,,
17841,0,0,,,,
17842,-1,-1,,,,
17843,0,0,,,,
17844,0,0,,,,
17845,0,0,,,,
17846,0,0,,,,
17847,0,0,,,,
17848,0,0,,,,
17849,0,0,,,,
17850,-1,-1,,,,
17851,0,0,,,,
17852,0,0,,,,
17853,-1,-1,,,,
17854,-1,-1,,,,
17855,0,0,,,,
17856,-1,-1,,,,
17857,-1,-1,,,,
17858,0,0,,,,
17859,0,0,,,,
17860,0,0,,,,
17861,-1,-1,,,,
17862,1,1,,,,
17863,0,0,,,,
17864,0,0,,,,
17865,-1,-1,,,,
17866,0,0,,,,
17867,0,0,,,,
17868,0,0,,,,
17869,-3,-1,,,,
17870,0,0,,,,
17871,0,0,,,,
17872,-1,-1,,,,
17873,0,0,,,,
17874,0,0,,,,
17875,0,0,,,,
17876,0,0,,,,
17877,1,1,,,,
17878,0,0,,,,
17879,-1,-1,,,,
17880,-1,-1,,,,
17881,2,1,,,,
17882,0,0,,,,
17883,0,0,,,,
17884,1,1,,,,
17885,0,0,,,,
17886,-1,-1,,,,
17887,0,0,,,,
17888,0,0,,,,
17889,0,0,,,,
17890,0,0,,,,
17891,-1,-1,,,,
17892,0,0,,,,
17893,0,0,,,,
17894,0,0,,,,
17895,0,0,,,,
17896,-1,-1,,,,
17897,0,0,,,,
17898,0,0,,,,
17899,1,1,,,,
17900,0,0,,,,
17901,0,0,,,,
17902,0,0,,,,
17903,0,0,,,,
17904,-2,-1,,,,
17905,-1,-1,,,,
17906,-1,-1,,,,
17907,-1,-1,,,,
17908,2,1,,,,
17909,0,0,,,,
17910,-1,-1,,,,
17911,0,0,,,,
17912,0,0,,,,
17913,0,0,,,,
17914,1,1,,,,
17915,0,0,,,,
17916,-1,-1,,,,
17917,0,0,,,,
17918,0,0,,,,
17919,1,1,,,,
17920,0,0,,,,
17921,0,0,,,,
17922,0,0,,,,
17923,0,0,,,,
17924,0,0,,,,
17925,-1,-1,,,,
17926,0,0,,,,
17927,0,0,,,,
17928,-1,-1,,,,
17929,0,0,,,,
17930,0,0,,,,
17931,0,0,,,,
17932,-1,-1,,,,
17933,1,1,,,,
17934,0,0,,,,
17935,0,0,,,,
17936,0,0,,,,
17937,0,0,,,,
17938,2,1,,,,
17939,0,0,,,,
17940,0,0,,,,
17941,-1,-1,,,,
17942,0,0,,,,
17943,0,0,,,,
17944,0,0,,,,
17945,0,0,,,,
17946,-1,-1,,,,
17947,-2,-1,,,,
17948,-1,-1,,,,
17949,0,0,,,,
17950,0,0,,,,
17951,-2,-1,,,,
17952,0,0,,,,
17953,0,0,,,,
17954,-1,-1,,,,
17955,0,0,,,,
17956,-1,-1,,,,
17957,-3,-1,,,,
17958,0,0,,,,
17959,0,0,,,,
17960,0,0,,,,
17961,0,0,,,,
17962,1,1,,,,
17963,0,0,,,,
17964,0,0,,,,
17965,0,0,,,,
17966,-1,-1,,,,
17967,0,0,,,,
17968,0,0,,,,
17969,0,0,,,,
17970,0,0,,,,
17971,1,1,,,,
17972,-1,-1,,,,
17973,0,0,,,,
17974,0,0,,,,
17975,0,0,,,,
17976,0,0,,,,
17977,2,1,,,,
17978,0,0,,,,
17979,0,0,,,,
17980,1,1,,,,
17981,0,0,,,,
17982,0,0,,,,
17983,0,0,,,,
17984,0,0,,,,
17985,0,0,,,,
17986,0,0,,,,
17987,0,0,,,,
17988,0,0,,,,
17989,-1,-1,,,,
17990,-1,-1,,,,
17991,-2,-1,,,,
17992,0,0,,,,
17993,0,0,,,,
17994,0,0,,,,
17995,0,0,,,,
17996,-3,-1,,,,
17997,-3,-1,,,,
17998,-1,-1,,,,
17999,0,0,,,,
18000,-1,-1,,,,
18001,0,0,,,,
18002,0,0,,,,
18003,0,0,,,,
18004,0,0,,,,
18005,0,0,,,,
18006,-1,-1,,,,
18007,-1,-1,,,,
18008,1,1,,,,
18009,2,1,,,,
18010,0,0,,,,
18011,1,1,,,,
18012,0,0,,,,
18013,-1,-1,,,,
18014,0,0,,,,
18015,0,0,,,,
18016,1,1,,,,
18017,-1,-1,,,,
18018,0,0,,,,
18019,0,0,,,,
18020,0,0,,,,
18021,0,0,,,,
18022,1,1,,,,
18023,1,1,,,,
18024,1,1,,,,
18025,0,0,,,,
18026,0,0,,,,
18027,0,0,,,,
18028,0,0,,,,
18029,0,0,,,,
18030,0,0,,,,
18031,1,1,,,,
18032,2,1,,,,
18033,0,0,,,,
18034,0,0,,,,
18035,0,0,,,,
18036,-2,-1,,,,
18037,0,0,,,,
18038,0,0,,,,
18039,0,0,,,,
18040,0,0,,,,
18041,1,1,,,,
18042,3,1,,,,
18043,0,0,,,,
18044,0,0,,,,
18045,0,0,,,,
18046,0,0,,,,
18047,2,1,,,,
18048,-3,-1,,,,
18049,0,0,,,,
18050,1,1,,,,
18051,0,0,,,,
18052,1,1,,,,
18053,0,0,,,,
18054,-1,-1,,,,
18055,0,0,,,,
18056,1,1,,,,
18057,0,0,,,,
18058,0,0,,,,
18059,-1,-1,,,,
18060,1,1,,,,
18061,0,0,,,,
18062,0,0,,,,
18063,-1,-1,,,,
18064,1,1,,,,
18065,0,0,,,,
18066,2,1,,,,
18067,0,0,,,,
18068,0,0,,,,
18069,0,0,,,,
18070,0,0,,,,
18071,1,1,,,,
18072,1,1,,,,
18073,1,1,,,,
18074,-1,-1,,,,
18075,0,0,,,,
18076,0,0,,,,
18077,0,0,,,,
18078,-1,-1,,,,
18079,1,1,,,,
18080,0,0,,,,
18081,1,1,,,,
18082,0,0,,,,
18083,0,0,,,,
18084,-1,-1,,,,
18085,0,0,,,,
18086,-1,-1,,,,
18087,0,0,,,,
18088,1,1,,,,
18089,1,1,,,,
18090,2,1,,,,
18091,0,0,,,,
18092,0,0,,,,
18093,0,0,,,,
18094,-1,-1,,,,
18095,0,0,,,,
18096,0,0,,,,
18097,0,0,,,,
18098,0,0,,,,
18099,0,0,,,,
18100,0,0,,,,
18101,0,0,,,,
18102,-1,-1,,,,
18103,0,0,,,,
18104,0,0,,,,
18105,0,0,,,,
18106,-1,-1,,,,
18107,0,0,,,,
18108,-2,-1,,,,
18109,0,0,,,,
18110,0,0,,,,
18111,1,1,,,,
18112,0,0,,,,
18113,0,0,,,,
18114,0,0,,,,
18115,-1,-1,,,,
18116,0,0,,,,
18117,1,1,,,,
18118,0,0,,,,
18119,-1,-1,,,,
18120,0,0,,,,
18121,0,0,,,,
18122,-1,-1,,,,
18123,1,1,,,,
18124,-1,-1,,,,
18125,0,0,,,,
18126,0,0,,,,
18127,1,1,,,,
18128,0,0,,,,
18129,0,0,,,,
18130,-2,-1,,,,
18131,0,0,,,,
18132,0,0,,,,
18133,0,0,,,,
18134,0,0,,,,
18135,1,1,,,,
18136,0,0,,,,
18137,0,0,,,,
18138,1,1,,,,
18139,1,1,,,,
18140,-1,-1,,,,
18141,0,0,,,,
18142,0,0,,,,
18143,0,0,,,,
18144,0,0,,,,
18145,0,0,,,,
18146,1,1,,,,
18147,1,1,,,,
18148,1,1,,,,
18149,0,0,,,,
18150,3,1,,,,
18151,0,0,,,,
18152,0,0,,,,
18153,-1,-1,,,,
18154,0,0,,,,
18155,0,0,,,,
18156,1,1,,,,
18157,0,0,,,,
18158,0,0,,,,
18159,0,0,,,,
18160,1,1,,,,
18161,0,0,,,,
18162,0,0,,,,
18163,0,0,,,,
18164,0,0,,,,
18165,1,1,,,,
18166,0,0,,,,
18167,1,1,,,,
18168,-1,-1,,,,
18169,0,0,,,,
18170,0,0,,,,
18171,0,0,,,,
18172,0,0,,,,
18173,2,1,,,,
18174,0,0,,,,
18175,0,0,,,,
18176,0,0,,,,
18177,0,0,,,,
18178,1,1,,,,
18179,0,0,,,,
18180,0,0,,,,
18181,-1,-1,,,,
18182,-2,-1,,,,
18183,0,0,,,,
18184,0,0,,,,
18185,-1,-1,,,,
18186,0,0,,,,
18187,0,0,,,,
18188,0,0,,,,
18189,0,0,,,,
18190,0,0,,,,
18191,1,1,,,,
18192,0,0,,,,
18193,0,0,,,,
18194,0,0,,,,
18195,1,1,,,,
18196,0,0,,,,
18197,0,0,,,,
18198,0,0,,,,
18199,0,0,,,,
18200,-1,-1,,,,
18201,-1,-1,,,,
18202,0,0,,,,
18203,0,0,,,,
18204,0,0,,,,
18205,0,0,,,,
18206,0,0,,,,
18207,0,0,,,,
18208,1,1,,,,
18209,-1,-1,,,,
18210,-1,-1,,,,
18211,3,1,,,,
18212,0,0,,,,
18213,0,0,,,,
18214,0,0,,,,
18215,-1,-1,,,,
18216,0,0,,,,
18217,0,0,,,,
18218,0,0,,,,
18219,1,1,,,,
18220,0,0,,,,
18221,0,0,,,,
18222,0,0,,,,
18223,0,0,,,,
18224,0,0,,,,
18225,0,0,,,,
18226,0,0,,,,
18227,0,0,,,,
18228,0,0,,,,
18229,0,0,,,,
18230,0,0,,,,
18231,1,1,,,,
18232,0,0,,,,
18233,1,1,,,,
18234,0,0,,,,
18235,-1,-1,,,,
18236,0,0,,,,
18237,1,1,,,,
18238,0,0,,,,
18239,0,0,,,,
18240,1,1,,,,
18241,1,1,,,,
18242,1,1,,,,
18243,0,0,,,,
18244,0,0,,,,
18245,0,0,,,,
18246,0,0,,,,
18247,0,0,,,,
18248,0,0,,,,
18249,0,0,,,,
18250,0,0,,,,
18251,0,0,,,,
18252,0,0,,,,
18253,0,0,,,,
18254,-1,-1,,,,
18255,0,0,,,,
18256,0,0,,,,
18257,0,0,,,,
18258,0,0,,,,
18259,0,0,,,,
18260,0,0,,,,
18261,-2,-1,,,,
18262,0,0,,,,
18263,2,1,,,,
18264,0,0,,,,
18265,0,0,,,,
18266,-1,-1,,,,
18267,-1,-1,,,,
18268,0,0,,,,
18269,0,0,,,,
18270,0,0,,,,
18271,0,0,,,,
18272,0,0,,,,
18273,0,0,,,,
18274,0,0,,,,
18275,0,0,,,,
18276,0,0,,,,
18277,-1,-1,,,,
18278,-1,-1,,,,
18279,1,1,,,,
18280,0,0,,,,
18281,0,0,,,,
18282,-1,-1,,,,
18283,0,0,,,,
18284,0,0,,,,
18285,-1,-1,,,,
18286,0,0,,,,
18287,0,0,,,,
18288,0,0,,,,
18289,0,0,,,,
18290,1,1,,,,
18291,0,0,,,,
18292,0,0,,,,
18293,0,0,,,,
18294,0,0,,,,
18295,2,1,,,,
18296,1,1,,,,
18297,0,0,,,,
18298,0,0,,,,
18299,-1,-1,,,,
18300,1,1,,,,
18301,0,0,,,,
18302,0,0,,,,
18303,0,0,,,,
18304,0,0,,,,
18305,0,0,,,,
18306,1,1,,,,
18307,0,0,,,,
18308,0,0,,,,
18309,-1,-1,,,,
18310,0,0,,,,
18311,-2,-1,,,,
18312,0,0,,,,
18313,0,0,,,,
18314,-2,-1,,,,
18315,0,0,,,,
18316,0,0,,,,
18317,1,1,,,,
18318,0,0,,,,
18319,0,0,,,,
18320,0,0,,,,
18321,0,0,,,,
18322,0,0,,,,
18323,-1,-1,,,,
18324,1,1,,,,
18325,1,1,,,,
18326,-1,-1,,,,
18327,0,0,,,,
18328,0,0,,,,
18329,-2,-1,,,,
18330,0,0,,,,
18331,0,0,,,,
18332,0,0,,,,
18333,-1,-1,,,,
18334,0,0,,,,
18335,0,0,,,,
18336,0,0,,,,
18337,0,0,,,,
18338,0,0,,,,
18339,1,1,,,,
18340,1,1,,,,
18341,1,1,,,,
18342,0,0,,,,
18343,1,1,,,,
18344,1,1,,,,
18345,0,0,,,,
18346,0,0,,,,
18347,1,1,,,,
18348,1,1,,,,
18349,0,0,,,,
18350,0,0,,,,
18351,0,0,,,,
18352,0,0,,,,
18353,0,0,,,,
18354,0,0,,,,
18355,-1,-1,,,,
18356,0,0,,,,
18357,0,0,,,,
18358,0,0,,,,
18359,1,1,,,,
18360,-1,-1,,,,
18361,1,1,,,,
18362,0,0,,,,
18363,-1,-1,,,,
18364,-1,-1,,,,
18365,0,0,,,,
18366,0,0,,,,
18367,0,0,,,,
18368,0,0,,,,
18369,1,1,,,,
18370,0,0,,,,
18371,2,1,,,,
18372,0,0,,,,
18373,-1,-1,,,,
18374,0,0,,,,
18375,1,1,,,,
18376,0,0,,,,
18377,0,0,,,,
18378,-1,-1,,,,
18379,2,1,,,,
18380,0,0,,,,
18381,0,0,,,,
18382,0,0,,,,
18383,0,0,,,,
18384,2,1,,,,
18385,2,1,,,,
18386,0,0,,,,
18387,0,0,,,,
18388,0,0,,,,
18389,0,0,,,,
18390,-2,-1,,,,
18391,0,0,,,,
18392,1,1,,,,
18393,1,1,,,,
18394,0,0,,,,
18395,0,0,,,,
18396,0,0,,,,
18397,0,0,,,,
18398,0,0,,,,
18399,0,0,,,,
18400,0,0,,,,
18401,0,0,,,,
18402,1,1,,,,
18403,0,0,,,,
18404,0,0,,,,
18405,-1,-1,,,,
18406,0,0,,,,
18407,0,0,,,,
18408,-2,-1,,,,
18409,0,0,,,,
18410,0,0,,,,
18411,0,0,,,,
18412,-1,-1,,,,
18413,-1,-1,,,,
18414,0,0,,,,
18415,1,1,,,,
18416,0,0,,,,
18417,0,0,,,,
18418,-1,-1,,,,
18419,-1,-1,,,,
18420,0,0,,,,
18421,1,1,,,,
18422,-2,-1,,,,
18423,0,0,,,,
18424,0,0,,,,
18425,-1,-1,,,,
18426,-3,-1,,,,
18427,1,1,,,,
18428,-1,-1,,,,
18429,-1,-1,,,,
18430,-1,-1,,,,
18431,0,0,,,,
18432,0,0,,,,
18433,0,0,,,,
18434,-1,-1,,,,
18435,-1,-1,,,,
18436,1,1,,,,
18437,0,0,,,,
18438,0,0,,,,
18439,-1,-1,,,,
18440,0,0,,,,
18441,0,0,,,,
18442,-1,-1,,,,
18443,1,1,,,,
18444,0,0,,,,
18445,-1,-1,,,,
18446,0,0,,,,
18447,0,0,,,,
18448,-3,-1,,,,
18449,0,0,,,,
18450,0,0,,,,
18451,0,0,,,,
18452,0,0,,,,
18453,0,0,,,,
18454,0,0,,,,
18455,0,0,,,,
18456,0,0,,,,
18457,0,0,,,,
18458,-3,-1,,,,
18459,0,0,,,,
18460,-2,-1,,,,
18461,0,0,,,,
18462,1,1,,,,
18463,0,0,,,,
18464,1,1,,,,
18465,0,0,,,,
18466,0,0,,,,
18467,0,0,,,,
18468,-1,-1,,,,
18469,0,0,,,,
18470,-1,-1,,,,
18471,1,1,,,,
18472,0,0,,,,
18473,0,0,,,,
18474,0,0,,,,
18475,0,0,,,,
18476,0,0,,,,
18477,-2,-1,,,,
18478,0,0,,,,
18479,0,0,,,,
18480,0,0,,,,
18481,0,0,,,,
18482,0,0,,,,
18483,0,0,,,,
18484,1,1,,,,
18485,0,0,,,,
18486,-1,-1,,,,
18487,0,0,,,,
18488,0,0,,,,
18489,-2,-1,,,,
18490,0,0,,,,
18491,0,0,,,,
18492,0,0,,,,
18493,0,0,,,,
18494,0,0,,,,
18495,2,1,,,,
18496,0,0,,,,
18497,-1,-1,,,,
18498,1,1,,,,
18499,0,0,,,,
18500,-2,-1,,,,
18501,-1,-1,,,,
18502,2,1,,,,
18503,-1,-1,,,,
18504,0,0,,,,
18505,0,0,,,,
18506,0,0,,,,
18507,0,0,,,,
18508,0,0,,,,
18509,0,0,,,,
18510,0,0,,,,
18511,0,0,,,,
18512,0,0,,,,
18513,0,0,,,,
18514,0,0,,,,
18515,1,1,,,,
18516,2,1,,,,
18517,0,0,,,,
18518,0,0,,,,
18519,0,0,,,,
18520,0,0,,,,
18521,0,0,,,,
18522,-1,-1,,,,
18523,0,0,,,,
18524,0,0,,,,
18525,0,0,,,,
18526,-1,-1,,,,
18527,0,0,,,,
18528,0,0,,,,
18529,1,1,,,,
18530,0,0,,,,
18531,0,0,,,,
18532,-1,-1,,,,
18533,0,0,,,,
18534,0,0,,,,
18535,-1,-1,,,,
18536,2,1,,,,
18537,-1,-1,,,,
18538,-1,-1,,,,
18539,1,1,,,,
18540,0,0,,,,
18541,1,1,,,,
18542,2,1,,,,
18543,0,0,,,,
18544,0,0,,,,
18545,1,1,,,,
18546,0,0,,,,
18547,0,0,,,,
18548,0,0,,,,
18549,0,0,,,,
18550,0,0,,,,
18551,0,0,,,,
18552,0,0,,,,
18553,0,0,,,,
18554,0,0,,,,
18555,0,0,,,,
18556,-2,-1,,,,
18557,0,0,,,,
18558,0,0,,,,
18559,0,0,,,,
18560,0,0,,,,
18561,0,0,,,,
18562,0,0,,,,
18563,1,1,,,,
18564,0,0,,,,
18565,0,0,,,,
18566,0,0,,,,
18567,-1,-1,,,,
18568,0,0,,,,
18569,1,1,,,,
18570,0,0,,,,
18571,0,0,,,,
18572,2,1,,,,
18573,0,0,,,,
18574,0,0,,,,
18575,1,1,,,,
18576,0,0,,,,
18577,0,0,,,,
18578,-1,-1,,,,
18579,-2,-1,,,,
18580,0,0,,,,
18581,1,1,,,,
18582,1,1,,,,
18583,-2,-1,,,,
18584,0,0,,,,
18585,0,0,,,,
18586,0,0,,,,
18587,1,1,,,,
18588,0,0,,,,
18589,-1,-1,,,,
18590,0,0,,,,
18591,-1,-1,,,,
18592,-1,-1,,,,
18593,-1,-1,,,,
18594,-1,-1,,,,
18595,0,0,,,,
18596,0,0,,,,
18597,0,0,,,,
18598,0,0,,,,
18599,0,0,,,,
18600,0,0,,,,
18601,-1,-1,,,,
18602,0,0,,,,
18603,-1,-1,,,,
18604,0,0,,,,
18605,1,1,,,,
18606,-3,-1,,,,
18607,0,0,,,,
18608,1,1,,,,
18609,0,0,,,,
18610,3,1,,,,
18611,0,0,,,,
18612,0,0,,,,
18613,0,0,,,,
18614,0,0,,,,
18615,0,0,,,,
18616,1,1,,,,
18617,0,0,,,,
18618,0,0,,,,
18619,-1,-1,,,,
18620,0,0,,,,
18621,0,0,,,,
18622,0,0,,,,
18623,0,0,,,,
18624,1,1,,,,
18625,0,0,,,,
18626,0,0,,,,
18627,1,1,,,,
18628,-1,-1,,,,
18629,0,0,,,,
18630,1,1,,,,
18631,0,0,,,,
18632,0,0,,,,
18633,-1,-1,,,,
18634,0,0,,,,
18635,-1,-1,,,,
18636,0,0,,,,
18637,0,0,,,,
18638,0,0,,,,
18639,0,0,,,,
18640,0,0,,,,
18641,0,0,,,,
18642,1,1,,,,
18643,0,0,,,,
18644,0,0,,,,
18645,0,0,,,,
18646,0,0,,,,
18647,0,0,,,,
18648,0,0,,,,
18649,0,0,,,,
18650,0,0,,,,
18651,0,0,,,,
18652,0,0,,,,
18653,1,1,,,,
18654,0,0,,,,
18655,0,0,,,,
18656,0,0,,,,
18657,-1,-1,,,,
18658,-1,-1,,,,
18659,1,1,,,,
18660,0,0,,,,
18661,0,0,,,,
18662,0,0,,,,
18663,0,0,,,,
18664,0,0,,,,
18665,0,0,,,,
18666,0,0,,,,
18667,0,0,,,,
18668,1,1,,,,
18669,0,0,,,,
18670,-1,-1,,,,
18671,0,0,,,,
18672,0,0,,,,
18673,0,0,,,,
18674,0,0,,,,
18675,0,0,,,,
18676,2,1,,,,
18677,0,0,,,,
18678,0,0,,,,
18679,0,0,,,,
18680,0,0,,,,
18681,0,0,,,,
18682,0,0,,,,
18683,0,0,,,,
18684,-1,-1,,,,
18685,0,0,,,,
18686,0,0,,,,
18687,0,0,,,,
18688,0,0,,,,
18689,0,0,,,,
18690,1,1,,,,
18691,-1,-1,,,,
18692,0,0,,,,
18693,0,0,,,,
18694,-1,-1,,,,
18695,0,0,,,,
18696,0,0,,,,
18697,-1,-1,,,,
18698,0,0,,,,
18699,0,0,,,,
18700,0,0,,,,
18701,0,0,,,,
18702,0,0,,,,
18703,0,0,,,,
18704,0,0,,,,
18705,-1,-1,,,,
18706,-2,-1,,,,
18707,0,0,,,,
18708,0,0,,,,
18709,0,0,,,,
18710,-1,-1,,,,
18711,1,1,,,,
18712,0,0,,,,
18713,0,0,,,,
18714,1,1,,,,
18715,0,0,,,,
18716,1,1,,,,
18717,0,0,,,,
18718,0,0,,,,
18719,0,0,,,,
18720,0,0,,,,
18721,-1,-1,,,,
18722,0,0,,,,
18723,0,0,,,,
18724,0,0,,,,
18725,0,0,,,,
18726,1,1,,,,
18727,0,0,,,,
18728,1,1,,,,
18729,0,0,,,,
18730,0,0,,,,
18731,0,0,,,,
18732,0,0,,,,
18733,0,0,,,,
18734,0,0,,,,
18735,1,1,,,,
18736,-2,-1,,,,
18737,0,0,,,,
18738,0,0,,,,
18739,0,0,,,,
18740,0,0,,,,
18741,0,0,,,,
18742,1,1,,,,
18743,0,0,,,,
18744,1,1,,,,
18745,1,1,,,,
18746,0,0,,,,
18747,0,0,,,,
18748,0,0,,,,
18749,0,0,,,,
18750,0,0,,,,
18751,0,0,,,,
18752,0,0,,,,
18753,0,0,,,,
18754,-1,-1,,,,
18755,0,0,,,,
18756,-1,-1,,,,
18757,-1,-1,,,,
18758,0,0,,,,
18759,-1,-1,,,,
18760,0,0,,,,
18761,-1,-1,,,,
18762,0,0,,,,
18763,-1,-1,,,,
18764,0,0,,,,
18765,0,0,,,,
18766,0,0,,,,
18767,0,0,,,,
18768,0,0,,,,
18769,0,0,,,,
18770,0,0,,,,
18771,0,0,,,,
18772,0,0,,,,
18773,0,0,,,,
18774,-2,-1,,,,
18775,0,0,,,,
18776,2,1,,,,
18777,1,1,,,,
18778,1,1,,,,
18779,1,1,,,,
18780,0,0,,,,
18781,0,0,,,,
18782,0,0,,,,
18783,0,0,,,,
18784,0,0,,,,
18785,0,0,,,,
18786,-1,-1,,,,
18787,0,0,,,,
18788,0,0,,,,
18789,1,1,,,,
18790,-1,-1,,,,
18791,0,0,,,,
18792,1,1,,,,
18793,0,0,,,,
18794,0,0,,,,
18795,0,0,,,,
18796,0,0,,,,
18797,1,1,,,,
18798,0,0,,,,
18799,-1,-1,,,,
18800,2,1,,,,
18801,0,0,,,,
18802,0,0,,,,
18803,2,1,,,,
18804,0,0,,,,
18805,0,0,,,,
18806,1,1,,,,
18807,1,1,,,,
18808,0,0,,,,
18809,0,0,,,,
18810,-2,-1,,,,
18811,0,0,,,,
18812,0,0,,,,
18813,-3,-1,,,,
18814,0,0,,,,
18815,0,0,,,,
18816,1,1,,,,
18817,0,0,,,,
18818,0,0,,,,
18819,0,0,,,,
18820,-1,-1,,,,
18821,0,0,,,,
18822,0,0,,,,
18823,0,0,,,,
18824,1,1,,,,
18825,0,0,,,,
18826,0,0,,,,
18827,0,0,,,,
18828,0,0,,,,
18829,0,0,,,,
18830,0,0,,,,
18831,0,0,,,,
18832,0,0,,,,
18833,0,0,,,,
18834,0,0,,,,
18835,0,0,,,,
18836,0,0,,,,
18837,1,1,,,,
18838,-1,-1,,,,
18839,0,0,,,,
18840,0,0,,,,
18841,0,0,,,,
18842,0,0,,,,
18843,0,0,,,,
18844,0,0,,,,
18845,0,0,,,,
18846,0,0,,,,
18847,0,0,,,,
18848,0,0,,,,
18849,0,0,,,,
18850,0,0,,,,
18851,0,0,,,,
18852,1,1,,,,
18853,0,0,,,,
18854,0,0,,,,
18855,0,0,,,,
18856,0,0,,,,
18857,-2,-1,,,,
18858,0,0,,,,
18859,0,0,,,,
18860,1,1,,,,
18861,0,0,,,,
18862,1,1,,,,
18863,0,0,,,,
18864,0,0,,,,
18865,0,0,,,,
18866,0,0,,,,
18867,0,0,,,,
