,scores,
7621,0,0
7622,0,0
7623,4,1
7624,0,0
7625,1,1
7626,1,1
7627,0,0
7628,1,1
7629,0,0
7630,0,0
7631,-1,-1
7632,0,0
7633,0,0
7634,0,0
7635,0,0
7636,0,0
7637,1,1
7638,-2,-1
7639,0,0
7640,0,0
7641,1,1
7642,-3,-1
7643,1,1
7644,0,0
7645,0,0
7646,1,1
7647,-1,-1
7648,0,0
7649,0,0
7650,-1,-1
7651,0,0
7652,0,0
7653,-1,-1
7654,0,0
7655,3,1
7656,0,0
7657,-1,-1
7658,-1,-1
7659,-1,-1
7660,0,0
7661,1,1
7662,0,0
7663,0,0
7664,-1,-1
7665,2,1
7666,0,0
7667,0,0
7668,0,0
7669,0,0
7670,0,0
7671,0,0
7672,0,0
7673,0,0
7674,0,0
7675,0,0
7676,0,0
7677,1,1
7678,0,0
7679,0,0
7680,0,0
7681,0,0
7682,-2,-1
7683,1,1
7684,0,0
7685,0,0
7686,0,0
7687,-2,-1
7688,0,0
7689,0,0
7690,0,0
7691,0,0
7692,0,0
7693,-1,-1
7694,0,0
7695,2,1
7696,0,0
7697,0,0
7698,0,0
7699,1,1
7700,0,0
7701,0,0
7702,-1,-1
7703,1,1
7704,-2,-1
7705,2,1
7706,0,0
7707,-2,-1
7708,0,0
7709,-3,-1
7710,1,1
7711,0,0
7712,0,0
7713,0,0
7714,1,1
7715,0,0
7716,1,1
7717,0,0
7718,-2,-1
7719,-1,-1
7720,-3,-1
7721,-1,-1
7722,0,0
7723,0,0
7724,0,0
7725,2,1
7726,1,1
7727,-1,-1
7728,1,1
7729,-1,-1
7730,0,0
7731,-1,-1
7732,0,0
7733,0,0
7734,0,0
7735,0,0
7736,1,1
7737,1,1
7738,0,0
7739,0,0
7740,0,0
7741,-1,-1
7742,1,1
7743,0,0
7744,1,1
7745,0,0
7746,0,0
7747,-2,-1
7748,0,0
7749,0,0
7750,0,0
7751,0,0
7752,1,1
7753,1,1
7754,0,0
7755,1,1
7756,-1,-1
7757,-1,-1
7758,0,0
7759,-2,-1
7760,0,0
7761,-1,-1
7762,2,1
7763,0,0
7764,-1,-1
7765,0,0
7766,0,0
7767,0,0
7768,1,1
7769,-1,-1
7770,0,0
7771,2,1
7772,0,0
7773,0,0
7774,-1,-1
7775,1,1
7776,0,0
7777,0,0
7778,0,0
7779,0,0
7780,0,0
7781,-1,-1
7782,1,1
7783,0,0
7784,1,1
7785,0,0
7786,1,1
7787,-1,-1
7788,0,0
7789,-1,-1
7790,0,0
7791,-2,-1
7792,1,1
7793,0,0
7794,-1,-1
7795,0,0
7796,-1,-1
7797,0,0
7798,2,1
7799,0,0
7800,1,1
7801,0,0
7802,-1,-1
7803,-1,-1
7804,2,1
7805,0,0
7806,0,0
7807,-2,-1
7808,0,0
7809,0,0
7810,0,0
7811,0,0
7812,0,0
7813,1,1
7814,0,0
7815,-1,-1
7816,0,0
7817,1,1
7818,-1,-1
7819,0,0
7820,0,0
7821,0,0
7822,1,1
7823,-2,-1
7824,0,0
7825,1,1
7826,-1,-1
7827,-1,-1
7828,-1,-1
7829,2,1
7830,1,1
7831,0,0
7832,1,1
7833,1,1
7834,0,0
7835,-2,-1
7836,0,0
7837,0,0
7838,0,0
7839,0,0
7840,0,0
7841,0,0
7842,-1,-1
7843,0,0
7844,0,0
7845,-1,-1
7846,0,0
7847,-1,-1
7848,0,0
7849,1,1
7850,0,0
7851,0,0
7852,1,1
7853,0,0
7854,-2,-1
7855,0,0
7856,0,0
7857,1,1
7858,0,0
7859,-1,-1
7860,0,0
7861,0,0
7862,2,1
7863,1,1
7864,-2,-1
7865,1,1
7866,0,0
7867,1,1
7868,0,0
7869,0,0
7870,0,0
7871,1,1
7872,0,0
7873,-1,-1
7874,-2,-1
7875,-2,-1
7876,-1,-1
7877,0,0
7878,-1,-1
7879,-2,-1
7880,3,1
7881,0,0
7882,0,0
7883,0,0
7884,1,1
7885,0,0
7886,1,1
7887,0,0
7888,-1,-1
7889,0,0
7890,0,0
7891,0,0
7892,1,1
7893,-1,-1
7894,1,1
7895,0,0
7896,0,0
7897,1,1
7898,0,0
7899,0,0
7900,0,0
7901,0,0
7902,0,0
7903,-3,-1
7904,0,0
7905,0,0
7906,0,0
7907,0,0
7908,-1,-1
7909,0,0
7910,0,0
7911,-1,-1
7912,-2,-1
7913,0,0
7914,0,0
7915,0,0
7916,0,0
7917,0,0
7918,-1,-1
7919,0,0
7920,0,0
7921,-1,-1
7922,1,1
7923,0,0
7924,1,1
7925,0,0
7926,-1,-1
7927,0,0
7928,0,0
7929,0,0
7930,1,1
7931,0,0
7932,0,0
7933,-2,-1
7934,0,0
7935,0,0
7936,3,1
7937,0,0
7938,1,1
7939,-1,-1
7940,0,0
7941,0,0
7942,0,0
7943,0,0
7944,0,0
7945,0,0
7946,1,1
7947,0,0
7948,0,0
7949,-1,-1
7950,0,0
7951,0,0
7952,0,0
7953,2,1
7954,0,0
7955,0,0
7956,0,0
7957,0,0
7958,-1,-1
7959,0,0
7960,-1,-1
7961,0,0
7962,1,1
7963,0,0
7964,1,1
7965,0,0
7966,0,0
7967,-1,-1
7968,-1,-1
7969,0,0
7970,0,0
7971,-1,-1
7972,0,0
7973,0,0
7974,1,1
7975,0,0
7976,0,0
7977,1,1
7978,1,1
7979,0,0
7980,1,1
7981,0,0
7982,1,1
7983,0,0
7984,0,0
7985,0,0
7986,-1,-1
7987,0,0
7988,0,0
7989,0,0
7990,0,0
7991,1,1
7992,0,0
7993,3,1
7994,0,0
7995,0,0
7996,-1,-1
7997,0,0
7998,0,0
7999,0,0
8000,0,0
8001,0,0
8002,0,0
8003,-1,-1
8004,0,0
8005,0,0
8006,0,0
8007,0,0
8008,0,0
8009,1,1
8010,0,0
8011,0,0
8012,1,1
8013,0,0
8014,0,0
8015,-2,-1
8016,0,0
8017,0,0
8018,-1,-1
8019,1,1
8020,1,1
8021,0,0
8022,0,0
8023,0,0
8024,0,0
8025,1,1
8026,0,0
8027,0,0
8028,0,0
8029,1,1
8030,0,0
8031,0,0
8032,0,0
8033,-1,-1
8034,1,1
8035,0,0
8036,2,1
8037,-1,-1
8038,0,0
8039,1,1
8040,-2,-1
8041,0,0
8042,0,0
8043,1,1
8044,0,0
8045,0,0
8046,0,0
8047,0,0
8048,0,0
8049,4,1
8050,0,0
8051,-2,-1
8052,0,0
8053,0,0
8054,1,1
8055,0,0
8056,0,0
8057,0,0
8058,-1,-1
8059,0,0
8060,1,1
8061,-1,-1
8062,0,0
8063,1,1
8064,0,0
8065,0,0
8066,0,0
8067,0,0
8068,-1,-1
8069,0,0
8070,1,1
8071,-2,-1
8072,0,0
8073,0,0
8074,0,0
8075,1,1
8076,0,0
8077,0,0
8078,1,1
8079,2,1
8080,0,0
8081,-2,-1
8082,0,0
8083,0,0
8084,0,0
8085,0,0
8086,0,0
8087,1,1
8088,2,1
8089,1,1
8090,0,0
8091,0,0
8092,0,0
8093,0,0
8094,0,0
8095,0,0
8096,0,0
8097,0,0
8098,0,0
8099,0,0
8100,0,0
8101,1,1
8102,0,0
8103,-1,-1
8104,0,0
8105,0,0
8106,0,0
8107,0,0
8108,0,0
8109,0,0
8110,0,0
8111,0,0
8112,0,0
8113,-2,-1
8114,0,0
8115,-1,-1
8116,0,0
8117,0,0
8118,1,1
8119,0,0
8120,1,1
8121,0,0
8122,0,0
8123,0,0
8124,0,0
8125,0,0
8126,1,1
8127,2,1
8128,-1,-1
8129,0,0
8130,0,0
8131,0,0
8132,0,0
8133,1,1
8134,1,1
8135,-1,-1
8136,1,1
8137,0,0
8138,0,0
8139,0,0
8140,0,0
8141,-1,-1
8142,0,0
8143,1,1
8144,1,1
8145,0,0
8146,-1,-1
8147,-1,-1
8148,0,0
8149,0,0
8150,0,0
8151,1,1
8152,-1,-1
8153,0,0
8154,0,0
8155,0,0
8156,0,0
8157,2,1
8158,1,1
8159,0,0
8160,2,1
8161,0,0
8162,0,0
8163,0,0
8164,0,0
8165,1,1
8166,0,0
8167,2,1
8168,-1,-1
8169,0,0
8170,0,0
8171,0,0
8172,1,1
8173,0,0
8174,1,1
8175,0,0
8176,0,0
8177,0,0
8178,0,0
8179,-1,-1
8180,0,0
8181,-1,-1
8182,0,0
8183,0,0
8184,1,1
8185,-1,-1
8186,0,0
8187,1,1
8188,0,0
8189,0,0
8190,-1,-1
8191,0,0
8192,0,0
8193,0,0
8194,-3,-1
8195,1,1
8196,-2,-1
8197,1,1
8198,0,0
8199,2,1
8200,-2,-1
8201,0,0
8202,0,0
8203,0,0
8204,-4,-1
8205,0,0
8206,0,0
8207,0,0
8208,1,1
8209,2,1
8210,0,0
8211,0,0
8212,0,0
8213,0,0
8214,0,0
8215,1,1
8216,1,1
8217,0,0
8218,0,0
8219,0,0
8220,0,0
8221,0,0
8222,-1,-1
8223,-1,-1
8224,2,1
8225,0,0
8226,0,0
8227,-1,-1
8228,-1,-1
8229,0,0
8230,1,1
8231,0,0
8232,0,0
8233,1,1
8234,1,1
8235,1,1
8236,1,1
8237,0,0
8238,0,0
8239,0,0
8240,0,0
8241,0,0
8242,0,0
8243,-1,-1
8244,0,0
8245,0,0
8246,1,1
8247,2,1
8248,1,1
8249,0,0
8250,0,0
8251,0,0
8252,0,0
8253,0,0
8254,1,1
8255,0,0
8256,2,1
8257,0,0
8258,2,1
8259,0,0
8260,-1,-1
8261,0,0
8262,0,0
8263,0,0
8264,-1,-1
8265,-2,-1
8266,0,0
8267,0,0
8268,0,0
8269,0,0
8270,0,0
8271,0,0
8272,0,0
8273,0,0
8274,0,0
8275,0,0
8276,1,1
8277,0,0
8278,1,1
8279,2,1
8280,0,0
8281,1,1
8282,0,0
8283,0,0
8284,-1,-1
8285,0,0
8286,0,0
8287,0,0
8288,0,0
8289,1,1
8290,-1,-1
8291,0,0
8292,0,0
8293,0,0
8294,0,0
8295,-1,-1
8296,0,0
8297,0,0
8298,0,0
8299,-1,-1
8300,0,0
8301,1,1
8302,0,0
8303,0,0
8304,0,0
8305,0,0
8306,0,0
8307,0,0
8308,0,0
8309,-1,-1
8310,0,0
8311,-1,-1
8312,-1,-1
8313,1,1
8314,0,0
8315,1,1
8316,0,0
8317,0,0
8318,-1,-1
8319,0,0
8320,0,0
8321,0,0
8322,0,0
8323,0,0
8324,0,0
8325,0,0
8326,0,0
8327,0,0
8328,-1,-1
8329,0,0
8330,0,0
8331,3,1
8332,-1,-1
8333,-1,-1
8334,0,0
8335,1,1
8336,-1,-1
8337,1,1
8338,0,0
8339,0,0
8340,0,0
8341,0,0
8342,0,0
8343,0,0
8344,0,0
8345,0,0
8346,0,0
8347,-1,-1
8348,0,0
8349,-1,-1
8350,1,1
8351,0,0
8352,-1,-1
8353,0,0
8354,0,0
8355,0,0
8356,0,0
8357,-2,-1
8358,1,1
8359,0,0
8360,1,1
8361,0,0
8362,-2,-1
8363,1,1
8364,0,0
8365,0,0
8366,1,1
8367,1,1
8368,0,0
8369,0,0
8370,0,0
8371,0,0
8372,1,1
8373,0,0
8374,0,0
8375,0,0
8376,0,0
8377,0,0
8378,-1,-1
8379,0,0
8380,0,0
8381,1,1
8382,0,0
8383,1,1
8384,0,0
8385,0,0
8386,1,1
8387,-1,-1
8388,0,0
8389,0,0
8390,1,1
8391,0,0
8392,0,0
8393,1,1
8394,0,0
8395,0,0
8396,1,1
8397,0,0
8398,0,0
8399,0,0
8400,1,1
8401,0,0
8402,0,0
8403,0,0
8404,1,1
8405,0,0
8406,-1,-1
8407,0,0
8408,0,0
8409,0,0
8410,0,0
8411,0,0
8412,0,0
8413,0,0
8414,5,1
8415,1,1
8416,0,0
8417,0,0
8418,0,0
8419,-1,-1
8420,0,0
8421,1,1
8422,-3,-1
8423,1,1
8424,1,1
8425,0,0
8426,1,1
8427,0,0
8428,0,0
8429,0,0
8430,0,0
8431,1,1
8432,0,0
8433,0,0
8434,0,0
8435,-1,-1
8436,1,1
8437,0,0
8438,0,0
8439,0,0
8440,0,0
8441,0,0
8442,0,0
8443,0,0
8444,0,0
8445,0,0
8446,0,0
8447,-1,-1
8448,1,1
8449,0,0
8450,0,0
8451,-1,-1
8452,-1,-1
8453,0,0
8454,0,0
8455,-1,-1
8456,0,0
8457,0,0
8458,0,0
8459,0,0
8460,0,0
8461,1,1
8462,-1,-1
8463,-1,-1
8464,0,0
8465,0,0
8466,0,0
8467,1,1
8468,0,0
8469,1,1
8470,0,0
8471,0,0
8472,-1,-1
8473,0,0
8474,0,0
8475,0,0
8476,2,1
8477,1,1
8478,0,0
8479,0,0
8480,0,0
8481,-1,-1
8482,1,1
8483,1,1
8484,0,0
8485,0,0
8486,0,0
8487,0,0
8488,0,0
8489,0,0
8490,0,0
8491,0,0
8492,0,0
8493,1,1
8494,-1,-1
8495,0,0
8496,1,1
8497,1,1
8498,1,1
8499,2,1
8500,0,0
8501,0,0
8502,0,0
8503,1,1
8504,-1,-1
8505,0,0
8506,0,0
8507,0,0
8508,-1,-1
8509,1,1
8510,0,0
8511,0,0
8512,0,0
8513,0,0
8514,0,0
8515,0,0
8516,0,0
8517,0,0
8518,0,0
8519,0,0
8520,0,0
8521,0,0
8522,1,1
8523,0,0
8524,0,0
8525,0,0
8526,-1,-1
8527,0,0
8528,0,0
8529,0,0
8530,1,1
8531,0,0
8532,0,0
8533,0,0
8534,0,0
8535,1,1
8536,-2,-1
8537,0,0
8538,1,1
8539,0,0
8540,0,0
8541,0,0
8542,0,0
8543,0,0
8544,0,0
8545,-1,-1
8546,0,0
8547,-1,-1
8548,1,1
8549,0,0
8550,0,0
8551,2,1
8552,1,1
8553,0,0
8554,0,0
8555,0,0
8556,0,0
8557,2,1
8558,0,0
8559,0,0
8560,1,1
8561,0,0
8562,0,0
8563,0,0
8564,1,1
8565,0,0
8566,0,0
8567,0,0
8568,0,0
8569,1,1
8570,-2,-1
8571,0,0
8572,-1,-1
8573,0,0
8574,-2,-1
8575,-1,-1
8576,-1,-1
8577,0,0
8578,1,1
8579,0,0
8580,-1,-1
8581,-1,-1
8582,0,0
8583,-1,-1
8584,1,1
8585,0,0
8586,0,0
8587,-1,-1
8588,0,0
8589,-1,-1
8590,0,0
8591,1,1
8592,0,0
8593,0,0
8594,0,0
8595,-2,-1
8596,0,0
8597,0,0
8598,-1,-1
8599,0,0
8600,0,0
8601,0,0
8602,0,0
8603,-2,-1
8604,0,0
8605,0,0
8606,1,1
8607,0,0
8608,1,1
8609,1,1
8610,0,0
8611,0,0
8612,0,0
8613,1,1
8614,0,0
8615,0,0
8616,0,0
8617,1,1
8618,1,1
8619,0,0
8620,1,1
8621,0,0
8622,0,0
8623,0,0
8624,0,0
8625,0,0
8626,0,0
8627,0,0
8628,0,0
8629,-1,-1
8630,0,0
8631,0,0
8632,2,1
8633,0,0
8634,0,0
8635,-1,-1
8636,0,0
8637,0,0
8638,0,0
8639,0,0
8640,0,0
8641,1,1
8642,0,0
8643,0,0
8644,0,0
8645,2,1
8646,0,0
8647,0,0
8648,0,0
8649,0,0
8650,1,1
8651,0,0
8652,-2,-1
8653,0,0
8654,0,0
8655,0,0
8656,0,0
8657,-2,-1
8658,-1,-1
8659,1,1
8660,-2,-1
8661,0,0
8662,0,0
8663,0,0
8664,0,0
8665,1,1
8666,1,1
8667,0,0
8668,1,1
8669,0,0
8670,0,0
8671,0,0
8672,-1,-1
8673,0,0
8674,0,0
8675,-1,-1
8676,1,1
8677,-1,-1
8678,0,0
8679,-1,-1
8680,0,0
8681,2,1
8682,1,1
8683,0,0
8684,1,1
8685,-1,-1
8686,1,1
8687,0,0
8688,0,0
8689,0,0
8690,0,0
8691,0,0
8692,0,0
8693,-1,-1
8694,0,0
8695,0,0
8696,-1,-1
8697,0,0
8698,0,0
8699,1,1
8700,-1,-1
8701,0,0
8702,0,0
8703,0,0
8704,1,1
8705,0,0
8706,0,0
8707,0,0
8708,-1,-1
8709,0,0
8710,4,1
8711,0,0
8712,-1,-1
8713,0,0
8714,1,1
8715,1,1
8716,-1,-1
8717,1,1
8718,0,0
8719,0,0
8720,-2,-1
8721,2,1
8722,0,0
8723,-1,-1
8724,-1,-1
8725,0,0
8726,0,0
8727,0,0
8728,-1,-1
8729,1,1
8730,0,0
8731,-1,-1
8732,0,0
8733,-2,-1
8734,0,0
8735,2,1
8736,0,0
8737,-1,-1
8738,0,0
8739,0,0
8740,0,0
8741,0,0
8742,0,0
8743,0,0
8744,0,0
8745,0,0
8746,0,0
8747,0,0
8748,1,1
8749,-1,-1
8750,0,0
8751,0,0
8752,-1,-1
8753,1,1
8754,0,0
8755,0,0
8756,1,1
8757,0,0
8758,0,0
8759,0,0
8760,-1,-1
8761,2,1
8762,0,0
8763,0,0
8764,0,0
8765,0,0
8766,0,0
8767,0,0
8768,0,0
8769,0,0
8770,0,0
8771,-1,-1
8772,-1,-1
8773,2,1
8774,-1,-1
8775,-2,-1
8776,1,1
8777,0,0
8778,0,0
8779,-1,-1
8780,0,0
8781,0,0
8782,-1,-1
8783,1,1
8784,0,0
8785,1,1
8786,1,1
8787,0,0
8788,0,0
8789,0,0
8790,1,1
8791,0,0
8792,-1,-1
8793,-2,-1
8794,0,0
8795,0,0
8796,0,0
8797,0,0
8798,1,1
8799,0,0
8800,0,0
8801,0,0
8802,0,0
8803,0,0
8804,0,0
8805,0,0
8806,0,0
8807,1,1
8808,0,0
8809,0,0
8810,1,1
8811,0,0
8812,-1,-1
8813,0,0
8814,0,0
8815,-1,-1
8816,0,0
8817,1,1
8818,-1,-1
8819,0,0
8820,0,0
8821,0,0
8822,-1,-1
8823,0,0
8824,0,0
8825,0,0
8826,0,0
8827,0,0
8828,0,0
8829,0,0
8830,0,0
8831,0,0
8832,0,0
8833,0,0
8834,0,0
8835,0,0
8836,0,0
8837,-1,-1
8838,0,0
8839,0,0
8840,0,0
8841,1,1
8842,-1,-1
8843,0,0
8844,1,1
8845,-1,-1
8846,1,1
8847,-2,-1
8848,0,0
8849,0,0
8850,0,0
8851,0,0
8852,0,0
8853,0,0
8854,0,0
8855,-1,-1
8856,0,0
8857,0,0
8858,0,0
8859,0,0
8860,0,0
8861,1,1
8862,0,0
8863,2,1
8864,0,0
8865,-2,-1
8866,-1,-1
8867,0,0
8868,0,0
8869,0,0
8870,0,0
8871,-1,-1
8872,0,0
8873,0,0
8874,0,0
8875,2,1
8876,1,1
8877,0,0
8878,0,0
8879,0,0
8880,0,0
8881,1,1
8882,-1,-1
8883,0,0
8884,0,0
8885,0,0
8886,0,0
8887,0,0
8888,0,0
8889,0,0
8890,0,0
8891,0,0
8892,2,1
8893,0,0
8894,-1,-1
8895,0,0
8896,0,0
8897,0,0
8898,0,0
8899,0,0
8900,0,0
8901,0,0
8902,-1,-1
8903,0,0
8904,0,0
8905,0,0
8906,1,1
8907,0,0
8908,0,0
8909,0,0
8910,0,0
8911,0,0
8912,0,0
8913,1,1
8914,0,0
8915,0,0
8916,0,0
8917,0,0
8918,0,0
8919,0,0
8920,0,0
8921,0,0
8922,0,0
8923,0,0
8924,-1,-1
8925,0,0
8926,0,0
8927,0,0
8928,-1,-1
8929,-1,-1
8930,0,0
8931,0,0
8932,0,0
8933,1,1
8934,0,0
8935,0,0
8936,0,0
8937,1,1
8938,0,0
8939,0,0
8940,-1,-1
8941,0,0
8942,0,0
8943,0,0
8944,1,1
8945,1,1
8946,-3,-1
8947,1,1
8948,-1,-1
8949,0,0
8950,0,0
8951,0,0
8952,1,1
8953,-1,-1
8954,0,0
8955,-2,-1
8956,-2,-1
8957,0,0
8958,0,0
8959,1,1
8960,1,1
8961,0,0
8962,1,1
8963,0,0
8964,0,0
8965,0,0
8966,0,0
8967,1,1
8968,0,0
8969,1,1
8970,1,1
8971,0,0
8972,-1,-1
8973,1,1
8974,-2,-1
8975,0,0
8976,1,1
8977,-3,-1
8978,0,0
8979,0,0
8980,0,0
8981,0,0
8982,0,0
8983,-1,-1
8984,0,0
8985,1,1
8986,-1,-1
8987,-1,-1
8988,1,1
8989,0,0
8990,1,1
8991,0,0
8992,0,0
8993,1,1
8994,0,0
8995,0,0
8996,0,0
8997,0,0
8998,-1,-1
8999,0,0
9000,0,0
9001,0,0
9002,1,1
9003,0,0
9004,1,1
9005,0,0
9006,0,0
9007,-1,-1
9008,1,1
9009,0,0
9010,1,1
9011,0,0
9012,0,0
9013,0,0
9014,0,0
9015,0,0
9016,0,0
9017,0,0
9018,0,0
9019,0,0
9020,0,0
9021,0,0
9022,0,0
9023,0,0
9024,1,1
9025,-1,-1
9026,0,0
9027,0,0
9028,1,1
9029,-1,-1
9030,0,0
9031,0,0
9032,-3,-1
9033,0,0
9034,0,0
9035,-3,-1
9036,0,0
9037,0,0
9038,0,0
9039,1,1
9040,1,1
9041,0,0
9042,1,1
9043,0,0
9044,0,0
9045,0,0
9046,1,1
9047,-1,-1
9048,0,0
9049,0,0
9050,1,1
9051,0,0
9052,-2,-1
9053,-1,-1
9054,1,1
9055,0,0
9056,0,0
9057,0,0
9058,0,0
9059,0,0
9060,-1,-1
9061,0,0
9062,2,1
9063,0,0
9064,0,0
9065,0,0
9066,0,0
9067,0,0
9068,0,0
9069,-2,-1
9070,0,0
9071,0,0
9072,0,0
9073,0,0
9074,0,0
9075,0,0
9076,0,0
9077,-1,-1
9078,0,0
9079,-1,-1
9080,-1,-1
9081,-2,-1
9082,-2,-1
9083,0,0
9084,-1,-1
9085,1,1
9086,1,1
9087,0,0
9088,-2,-1
9089,0,0
9090,1,1
9091,0,0
9092,0,0
9093,0,0
9094,0,0
9095,0,0
9096,-1,-1
9097,0,0
9098,1,1
9099,1,1
9100,-1,-1
9101,-1,-1
9102,1,1
9103,-1,-1
9104,0,0
9105,0,0
9106,0,0
9107,0,0
9108,0,0
9109,0,0
9110,-2,-1
9111,1,1
9112,-2,-1
9113,0,0
9114,1,1
9115,0,0
9116,-1,-1
9117,0,0
9118,0,0
9119,0,0
9120,-2,-1
9121,0,0
9122,0,0
9123,0,0
9124,0,0
9125,-1,-1
9126,0,0
9127,0,0
9128,0,0
9129,0,0
9130,-1,-1
9131,0,0
9132,0,0
9133,-1,-1
9134,0,0
9135,1,1
9136,-1,-1
9137,0,0
9138,0,0
9139,0,0
9140,-1,-1
9141,0,0
9142,0,0
9143,1,1
9144,1,1
9145,0,0
9146,0,0
9147,2,1
9148,0,0
9149,1,1
9150,-1,-1
9151,1,1
9152,0,0
9153,-1,-1
9154,0,0
9155,1,1
9156,0,0
9157,-2,-1
9158,1,1
9159,0,0
9160,0,0
9161,-1,-1
9162,0,0
9163,2,1
9164,0,0
9165,-1,-1
9166,-1,-1
9167,0,0
9168,0,0
9169,0,0
9170,1,1
9171,0,0
9172,0,0
9173,0,0
9174,1,1
9175,-1,-1
9176,-1,-1
9177,0,0
9178,-1,-1
9179,-1,-1
9180,0,0
9181,0,0
9182,1,1
9183,1,1
9184,1,1
9185,-1,-1
9186,0,0
9187,1,1
9188,2,1
9189,0,0
9190,0,0
9191,0,0
9192,0,0
9193,3,1
9194,0,0
9195,-1,-1
9196,0,0
9197,1,1
9198,0,0
9199,0,0
9200,1,1
9201,0,0
9202,-2,-1
9203,1,1
9204,0,0
9205,0,0
9206,0,0
9207,0,0
9208,0,0
9209,-1,-1
9210,2,1
9211,0,0
9212,-1,-1
9213,0,0
9214,0,0
9215,1,1
9216,0,0
9217,0,0
9218,0,0
9219,0,0
9220,1,1
9221,0,0
9222,1,1
9223,0,0
9224,0,0
9225,0,0
9226,-1,-1
9227,0,0
9228,0,0
9229,1,1
9230,0,0
9231,0,0
9232,0,0
9233,1,1
9234,0,0
9235,0,0
9236,0,0
9237,1,1
9238,0,0
9239,-1,-1
9240,0,0
9241,0,0
9242,0,0
9243,0,0
9244,2,1
9245,1,1
9246,0,0
9247,0,0
9248,-2,-1
9249,0,0
9250,-1,-1
9251,0,0
9252,-1,-1
9253,0,0
9254,0,0
9255,-4,-1
9256,0,0
9257,0,0
9258,0,0
9259,0,0
9260,0,0
9261,0,0
9262,-1,-1
9263,0,0
9264,0,0
9265,0,0
9266,0,0
9267,-2,-1
9268,0,0
9269,-1,-1
9270,-1,-1
9271,0,0
9272,0,0
9273,0,0
9274,-1,-1
9275,0,0
9276,-1,-1
9277,1,1
9278,0,0
9279,0,0
9280,2,1
9281,0,0
9282,0,0
9283,1,1
9284,0,0
9285,-1,-1
9286,-1,-1
9287,0,0
9288,0,0
9289,2,1
9290,0,0
9291,0,0
9292,-1,-1
9293,0,0
9294,0,0
9295,-1,-1
9296,1,1
9297,0,0
9298,0,0
9299,0,0
9300,0,0
9301,0,0
9302,1,1
9303,1,1
9304,0,0
9305,1,1
9306,0,0
9307,0,0
9308,0,0
9309,0,0
9310,-2,-1
9311,0,0
9312,0,0
9313,1,1
9314,0,0
9315,1,1
9316,2,1
9317,0,0
9318,2,1
9319,0,0
9320,2,1
9321,1,1
9322,0,0
9323,0,0
9324,1,1
9325,-1,-1
9326,0,0
9327,0,0
9328,0,0
9329,0,0
9330,2,1
9331,0,0
9332,1,1
9333,-1,-1
9334,-2,-1
9335,1,1
9336,0,0
9337,-2,-1
9338,0,0
9339,1,1
9340,0,0
9341,1,1
9342,0,0
9343,1,1
9344,0,0
9345,0,0
9346,0,0
9347,0,0
9348,-1,-1
9349,0,0
9350,0,0
9351,0,0
9352,0,0
9353,0,0
9354,0,0
9355,0,0
9356,-2,-1
9357,0,0
9358,1,1
9359,0,0
9360,0,0
9361,0,0
9362,0,0
9363,0,0
9364,0,0
9365,0,0
9366,-1,-1
9367,1,1
9368,2,1
9369,0,0
9370,-1,-1
9371,0,0
9372,2,1
9373,0,0
9374,0,0
9375,0,0
9376,0,0
9377,1,1
9378,-1,-1
9379,0,0
9380,0,0
9381,1,1
9382,0,0
9383,0,0
9384,0,0
9385,1,1
9386,-2,-1
9387,0,0
9388,-1,-1
9389,-2,-1
9390,0,0
9391,0,0
9392,0,0
9393,-1,-1
9394,0,0
9395,0,0
9396,3,1
9397,0,0
9398,1,1
9399,2,1
9400,-1,-1
9401,0,0
9402,0,0
9403,0,0
9404,1,1
9405,0,0
9406,-1,-1
9407,1,1
9408,0,0
9409,1,1
9410,0,0
9411,0,0
9412,0,0
9413,-2,-1
9414,0,0
9415,-1,-1
9416,0,0
9417,0,0
9418,0,0
9419,-1,-1
9420,-1,-1
9421,1,1
9422,0,0
9423,0,0
9424,-2,-1
9425,0,0
9426,1,1
9427,1,1
9428,1,1
9429,0,0
9430,0,0
9431,0,0
9432,0,0
9433,0,0
9434,1,1
9435,-1,-1
9436,0,0
9437,1,1
9438,-1,-1
9439,0,0
9440,0,0
9441,-1,-1
9442,0,0
9443,-1,-1
9444,0,0
9445,0,0
9446,0,0
9447,-1,-1
9448,0,0
9449,1,1
9450,-1,-1
9451,0,0
9452,-1,-1
9453,0,0
9454,1,1
9455,0,0
9456,0,0
9457,0,0
9458,0,0
9459,0,0
9460,0,0
9461,0,0
9462,0,0
9463,0,0
9464,0,0
9465,0,0
9466,1,1
9467,0,0
9468,0,0
9469,0,0
9470,0,0
9471,-1,-1
9472,0,0
9473,-1,-1
9474,0,0
9475,0,0
9476,0,0
9477,0,0
9478,0,0
9479,-1,-1
9480,0,0
9481,0,0
9482,0,0
9483,0,0
9484,-3,-1
9485,-1,-1
9486,-1,-1
9487,1,1
9488,0,0
9489,0,0
9490,1,1
9491,0,0
9492,1,1
9493,1,1
9494,0,0
9495,2,1
9496,1,1
9497,0,0
9498,0,0
9499,0,0
9500,0,0
9501,-1,-1
9502,0,0
9503,0,0
9504,0,0
9505,-1,-1
9506,-3,-1
9507,0,0
9508,0,0
9509,2,1
9510,0,0
9511,0,0
9512,0,0
9513,-1,-1
9514,1,1
9515,0,0
9516,-1,-1
9517,0,0
9518,1,1
9519,0,0
9520,0,0
9521,0,0
9522,-1,-1
9523,1,1
