,scores,
22266,0,0
22267,2,1
22268,0,0
22269,0,0
22270,-1,-1
22271,0,0
22272,-1,-1
22273,-1,-1
22274,0,0
22275,0,0
22276,2,1
22277,0,0
22278,0,0
22279,0,0
22280,-1,-1
22281,-1,-1
22282,-1,-1
22283,-3,-1
22284,0,0
22285,0,0
22286,0,0
22287,0,0
22288,3,1
22289,1,1
22290,1,1
22291,0,0
22292,0,0
22293,-1,-1
22294,0,0
22295,-1,-1
22296,0,0
22297,1,1
22298,0,0
22299,0,0
22300,-2,-1
22301,0,0
22302,0,0
22303,-2,-1
22304,-1,-1
22305,-2,-1
22306,-1,-1
22307,1,1
22308,0,0
22309,-1,-1
22310,-1,-1
22311,0,0
22312,0,0
22313,0,0
22314,1,1
22315,0,0
22316,0,0
22317,0,0
22318,-1,-1
22319,0,0
22320,0,0
22321,0,0
22322,-1,-1
22323,0,0
22324,0,0
22325,-1,-1
22326,1,1
22327,1,1
22328,0,0
22329,0,0
22330,0,0
22331,0,0
22332,0,0
22333,0,0
22334,-1,-1
22335,-1,-1
22336,-2,-1
22337,-2,-1
22338,-2,-1
22339,0,0
22340,-2,-1
22341,0,0
22342,0,0
22343,2,1
22344,0,0
22345,-1,-1
22346,0,0
22347,-1,-1
22348,0,0
22349,1,1
22350,0,0
22351,1,1
22352,0,0
22353,1,1
22354,-1,-1
22355,-1,-1
22356,-1,-1
22357,1,1
22358,0,0
22359,0,0
22360,0,0
22361,0,0
22362,-1,-1
22363,0,0
22364,0,0
22365,0,0
22366,0,0
22367,-1,-1
22368,0,0
22369,0,0
22370,0,0
22371,-1,-1
22372,1,1
22373,0,0
22374,1,1
22375,-1,-1
22376,0,0
22377,0,0
22378,1,1
22379,0,0
22380,0,0
22381,-1,-1
22382,0,0
22383,1,1
22384,-2,-1
22385,0,0
22386,0,0
22387,-1,-1
22388,-1,-1
22389,-1,-1
22390,-1,-1
22391,0,0
22392,0,0
22393,0,0
22394,-1,-1
22395,0,0
22396,1,1
22397,0,0
22398,0,0
22399,0,0
22400,1,1
22401,-1,-1
22402,-2,-1
22403,-1,-1
22404,-1,-1
22405,0,0
22406,0,0
22407,-1,-1
22408,0,0
22409,0,0
22410,0,0
22411,0,0
22412,0,0
22413,1,1
22414,1,1
22415,1,1
22416,0,0
22417,0,0
22418,0,0
22419,0,0
22420,1,1
22421,1,1
22422,2,1
22423,0,0
22424,0,0
22425,0,0
22426,0,0
22427,0,0
22428,2,1
22429,0,0
22430,1,1
22431,0,0
22432,0,0
22433,0,0
22434,0,0
22435,1,1
22436,0,0
22437,0,0
22438,0,0
22439,0,0
22440,0,0
22441,0,0
22442,0,0
22443,-1,-1
22444,0,0
22445,0,0
22446,0,0
22447,1,1
22448,0,0
22449,1,1
22450,0,0
22451,0,0
22452,-1,-1
22453,0,0
22454,0,0
22455,-1,-1
22456,0,0
22457,0,0
22458,0,0
22459,2,1
22460,-1,-1
22461,0,0
22462,0,0
22463,-1,-1
22464,-1,-1
22465,-1,-1
22466,1,1
22467,1,1
22468,0,0
22469,0,0
22470,1,1
22471,0,0
22472,-1,-1
22473,0,0
22474,1,1
22475,0,0
22476,-1,-1
22477,0,0
22478,1,1
22479,1,1
22480,-2,-1
22481,0,0
22482,1,1
22483,0,0
22484,0,0
22485,-1,-1
22486,0,0
22487,0,0
22488,0,0
22489,0,0
22490,0,0
22491,1,1
22492,1,1
22493,0,0
22494,0,0
22495,-1,-1
22496,1,1
22497,0,0
22498,1,1
22499,1,1
22500,-1,-1
22501,1,1
22502,0,0
22503,0,0
22504,1,1
22505,-2,-1
22506,0,0
22507,1,1
22508,0,0
22509,1,1
22510,0,0
22511,-1,-1
22512,-1,-1
22513,-1,-1
22514,0,0
22515,1,1
22516,-1,-1
22517,0,0
22518,-1,-1
22519,-1,-1
22520,0,0
22521,-1,-1
22522,0,0
22523,-2,-1
22524,-1,-1
22525,0,0
22526,0,0
22527,0,0
22528,1,1
22529,1,1
22530,0,0
22531,0,0
22532,0,0
22533,0,0
22534,0,0
22535,0,0
22536,0,0
22537,-1,-1
22538,0,0
22539,2,1
22540,0,0
22541,0,0
22542,0,0
22543,0,0
22544,0,0
22545,0,0
22546,0,0
22547,1,1
22548,1,1
22549,-1,-1
22550,0,0
22551,-2,-1
22552,0,0
22553,-1,-1
22554,0,0
22555,0,0
22556,-1,-1
22557,0,0
22558,-2,-1
22559,0,0
22560,0,0
22561,2,1
22562,-1,-1
22563,0,0
22564,-1,-1
22565,0,0
22566,1,1
22567,0,0
22568,0,0
22569,0,0
22570,0,0
22571,0,0
22572,0,0
22573,0,0
22574,1,1
22575,-1,-1
22576,0,0
22577,0,0
22578,0,0
22579,0,0
22580,0,0
22581,0,0
22582,0,0
22583,0,0
22584,1,1
22585,0,0
22586,0,0
22587,0,0
22588,0,0
22589,0,0
22590,0,0
22591,0,0
22592,0,0
22593,-2,-1
22594,0,0
22595,1,1
22596,0,0
22597,0,0
22598,0,0
22599,0,0
22600,0,0
22601,0,0
22602,-1,-1
22603,0,0
22604,0,0
22605,-2,-1
22606,1,1
22607,1,1
22608,0,0
22609,0,0
22610,1,1
22611,0,0
22612,2,1
22613,-1,-1
22614,0,0
22615,0,0
22616,0,0
22617,0,0
22618,0,0
22619,0,0
22620,0,0
22621,0,0
22622,0,0
22623,-2,-1
22624,1,1
22625,1,1
22626,-1,-1
22627,-1,-1
22628,1,1
22629,1,1
22630,0,0
22631,0,0
22632,0,0
22633,-1,-1
22634,3,1
22635,-1,-1
22636,-2,-1
22637,1,1
22638,0,0
22639,-1,-1
22640,0,0
22641,1,1
22642,2,1
22643,0,0
22644,0,0
22645,-1,-1
22646,0,0
22647,0,0
22648,-1,-1
22649,0,0
22650,0,0
22651,0,0
22652,3,1
22653,1,1
22654,0,0
22655,-2,-1
22656,0,0
22657,0,0
22658,-1,-1
22659,0,0
22660,0,0
22661,0,0
22662,2,1
22663,0,0
22664,0,0
22665,-1,-1
22666,1,1
22667,3,1
22668,0,0
22669,-1,-1
22670,3,1
22671,0,0
22672,0,0
22673,-1,-1
22674,-1,-1
22675,-1,-1
22676,0,0
22677,-3,-1
22678,0,0
22679,0,0
22680,-1,-1
22681,0,0
22682,-1,-1
22683,0,0
22684,0,0
22685,1,1
22686,-1,-1
22687,1,1
22688,0,0
22689,0,0
22690,0,0
22691,0,0
22692,0,0
22693,1,1
22694,0,0
22695,1,1
22696,-1,-1
22697,0,0
22698,0,0
22699,0,0
22700,0,0
22701,1,1
22702,0,0
22703,-1,-1
22704,0,0
22705,2,1
22706,-3,-1
22707,0,0
22708,-1,-1
22709,0,0
22710,0,0
22711,0,0
22712,0,0
22713,0,0
22714,0,0
22715,0,0
22716,0,0
22717,0,0
22718,0,0
22719,0,0
22720,-1,-1
22721,0,0
22722,0,0
22723,1,1
22724,0,0
22725,0,0
22726,2,1
22727,0,0
22728,0,0
22729,0,0
22730,2,1
22731,0,0
22732,0,0
22733,0,0
22734,0,0
22735,0,0
22736,2,1
22737,1,1
22738,0,0
22739,4,1
22740,0,0
22741,1,1
22742,0,0
22743,1,1
22744,1,1
22745,0,0
22746,0,0
22747,0,0
22748,0,0
22749,0,0
22750,0,0
22751,0,0
22752,1,1
22753,0,0
22754,1,1
22755,0,0
22756,0,0
22757,1,1
22758,0,0
22759,0,0
22760,0,0
22761,0,0
22762,2,1
22763,0,0
22764,-2,-1
22765,1,1
22766,0,0
22767,0,0
22768,0,0
22769,0,0
22770,0,0
22771,1,1
22772,0,0
22773,-2,-1
22774,1,1
22775,0,0
22776,0,0
22777,0,0
22778,0,0
22779,0,0
22780,0,0
22781,0,0
22782,0,0
22783,0,0
22784,1,1
22785,0,0
22786,1,1
22787,-1,-1
22788,0,0
22789,0,0
22790,0,0
22791,-1,-1
22792,0,0
22793,-2,-1
22794,0,0
22795,0,0
22796,-2,-1
22797,0,0
22798,0,0
22799,0,0
22800,0,0
22801,0,0
22802,-1,-1
22803,0,0
22804,0,0
22805,1,1
22806,0,0
22807,0,0
22808,0,0
22809,0,0
22810,1,1
22811,0,0
22812,1,1
22813,2,1
22814,0,0
22815,0,0
22816,-1,-1
22817,0,0
22818,-1,-1
22819,0,0
22820,2,1
22821,-1,-1
22822,0,0
22823,0,0
22824,1,1
22825,0,0
22826,1,1
22827,0,0
22828,0,0
22829,0,0
22830,1,1
22831,0,0
22832,3,1
22833,2,1
22834,-2,-1
22835,0,0
22836,1,1
22837,-1,-1
22838,0,0
22839,0,0
22840,0,0
22841,1,1
22842,-2,-1
22843,0,0
22844,1,1
22845,0,0
22846,-1,-1
22847,0,0
22848,-1,-1
22849,0,0
22850,0,0
22851,0,0
22852,0,0
22853,0,0
22854,0,0
22855,0,0
22856,0,0
22857,0,0
22858,-1,-1
22859,-1,-1
22860,-2,-1
22861,-2,-1
22862,0,0
22863,0,0
22864,-1,-1
22865,0,0
22866,-1,-1
22867,-2,-1
22868,0,0
22869,0,0
22870,0,0
22871,0,0
22872,1,1
22873,-2,-1
22874,0,0
22875,0,0
22876,-1,-1
22877,0,0
22878,0,0
22879,0,0
22880,0,0
22881,0,0
22882,0,0
22883,-1,-1
22884,0,0
22885,-1,-1
22886,-1,-1
22887,0,0
22888,-1,-1
22889,0,0
22890,1,1
22891,0,0
22892,-1,-1
22893,0,0
22894,-1,-1
22895,-3,-1
22896,0,0
22897,-1,-1
22898,1,1
22899,0,0
22900,-1,-1
22901,-2,-1
22902,-2,-1
22903,2,1
22904,-1,-1
22905,1,1
22906,0,0
22907,0,0
22908,0,0
22909,0,0
22910,1,1
22911,0,0
22912,0,0
22913,0,0
22914,0,0
22915,0,0
22916,0,0
22917,0,0
22918,0,0
22919,0,0
22920,-1,-1
22921,1,1
22922,0,0
22923,-1,-1
22924,0,0
22925,1,1
22926,0,0
22927,-4,-1
22928,0,0
22929,0,0
22930,0,0
22931,0,0
22932,0,0
22933,0,0
22934,1,1
22935,0,0
22936,-2,-1
22937,0,0
22938,0,0
22939,0,0
22940,1,1
22941,1,1
22942,-1,-1
22943,0,0
22944,1,1
22945,0,0
22946,0,0
22947,0,0
22948,0,0
22949,2,1
22950,1,1
22951,2,1
22952,-1,-1
22953,-1,-1
22954,0,0
22955,0,0
22956,0,0
22957,0,0
22958,1,1
22959,1,1
22960,0,0
22961,0,0
22962,0,0
22963,0,0
22964,0,0
22965,2,1
22966,0,0
22967,0,0
22968,0,0
22969,0,0
22970,0,0
22971,-1,-1
22972,-1,-1
22973,0,0
22974,1,1
22975,0,0
22976,0,0
22977,0,0
22978,0,0
22979,0,0
22980,0,0
22981,0,0
22982,-1,-1
22983,0,0
22984,0,0
22985,1,1
22986,0,0
22987,-2,-1
22988,0,0
22989,0,0
22990,0,0
22991,-1,-1
22992,0,0
22993,0,0
22994,0,0
22995,0,0
22996,0,0
22997,0,0
22998,0,0
22999,-2,-1
23000,0,0
23001,-1,-1
23002,0,0
23003,-1,-1
23004,-2,-1
23005,-1,-1
23006,0,0
23007,0,0
23008,0,0
23009,2,1
23010,0,0
23011,0,0
23012,0,0
23013,0,0
23014,0,0
23015,1,1
23016,0,0
23017,0,0
23018,0,0
23019,0,0
23020,0,0
23021,-1,-1
23022,-2,-1
23023,0,0
23024,0,0
23025,0,0
23026,0,0
23027,2,1
23028,-2,-1
23029,0,0
23030,0,0
23031,1,1
23032,-1,-1
23033,0,0
23034,0,0
23035,-1,-1
23036,0,0
23037,0,0
23038,1,1
23039,0,0
23040,1,1
23041,0,0
23042,0,0
23043,0,0
23044,0,0
23045,2,1
23046,0,0
23047,0,0
23048,-2,-1
23049,0,0
23050,0,0
23051,0,0
23052,0,0
23053,-2,-1
23054,-2,-1
23055,-2,-1
23056,0,0
23057,0,0
23058,0,0
23059,0,0
23060,1,1
23061,-2,-1
23062,0,0
23063,0,0
23064,-2,-1
23065,-1,-1
23066,0,0
23067,-1,-1
23068,0,0
23069,0,0
23070,-1,-1
23071,0,0
23072,0,0
23073,-1,-1
23074,1,1
23075,0,0
23076,-1,-1
23077,1,1
23078,0,0
23079,0,0
23080,0,0
23081,1,1
23082,0,0
23083,0,0
23084,1,1
23085,1,1
23086,0,0
23087,0,0
23088,0,0
23089,1,1
23090,0,0
23091,0,0
23092,0,0
23093,0,0
23094,1,1
23095,-1,-1
23096,-1,-1
23097,-1,-1
23098,0,0
23099,0,0
23100,0,0
23101,-1,-1
23102,2,1
23103,0,0
23104,0,0
23105,-1,-1
23106,0,0
23107,0,0
23108,0,0
23109,-4,-1
23110,0,0
23111,0,0
23112,0,0
23113,0,0
23114,0,0
23115,0,0
23116,0,0
23117,-2,-1
23118,0,0
23119,0,0
23120,-1,-1
23121,0,0
23122,0,0
23123,0,0
23124,0,0
23125,0,0
23126,0,0
23127,-1,-1
23128,2,1
23129,0,0
23130,2,1
23131,0,0
23132,0,0
23133,0,0
23134,1,1
23135,0,0
23136,0,0
23137,2,1
23138,0,0
23139,1,1
23140,1,1
23141,-2,-1
23142,0,0
23143,0,0
23144,0,0
23145,0,0
23146,1,1
23147,-1,-1
23148,2,1
23149,-3,-1
23150,2,1
23151,-1,-1
23152,-4,-1
23153,2,1
23154,0,0
23155,0,0
23156,0,0
23157,0,0
23158,0,0
23159,2,1
23160,0,0
23161,-2,-1
23162,0,0
23163,0,0
23164,-1,-1
23165,2,1
23166,0,0
23167,-2,-1
23168,0,0
23169,0,0
23170,-1,-1
23171,0,0
23172,0,0
23173,0,0
23174,-1,-1
23175,0,0
23176,0,0
23177,1,1
23178,0,0
23179,0,0
23180,0,0
23181,0,0
23182,0,0
23183,2,1
23184,-2,-1
23185,0,0
23186,-1,-1
23187,0,0
23188,-1,-1
23189,-1,-1
23190,-1,-1
23191,0,0
23192,0,0
23193,0,0
23194,0,0
23195,0,0
23196,0,0
23197,2,1
23198,1,1
23199,0,0
23200,0,0
23201,0,0
23202,0,0
23203,0,0
23204,0,0
23205,0,0
23206,0,0
23207,0,0
23208,0,0
23209,0,0
23210,0,0
23211,0,0
23212,0,0
23213,0,0
23214,0,0
23215,0,0
23216,0,0
23217,0,0
23218,0,0
23219,0,0
23220,-3,-1
23221,0,0
23222,0,0
23223,0,0
23224,0,0
23225,0,0
23226,1,1
23227,0,0
23228,1,1
23229,1,1
23230,1,1
23231,0,0
23232,0,0
23233,0,0
23234,0,0
23235,1,1
23236,0,0
23237,0,0
23238,0,0
23239,0,0
23240,0,0
23241,0,0
23242,0,0
23243,-2,-1
23244,1,1
23245,0,0
23246,0,0
23247,0,0
23248,2,1
23249,0,0
23250,-1,-1
23251,0,0
23252,0,0
23253,0,0
23254,0,0
23255,0,0
23256,0,0
23257,1,1
23258,-2,-1
23259,0,0
23260,0,0
23261,0,0
23262,0,0
23263,1,1
23264,0,0
23265,-3,-1
23266,-2,-1
23267,-2,-1
23268,0,0
23269,-2,-1
23270,0,0
23271,-2,-1
23272,-1,-1
23273,-1,-1
23274,0,0
23275,0,0
23276,-3,-1
23277,-2,-1
23278,3,1
23279,0,0
23280,0,0
23281,0,0
23282,-4,-1
23283,0,0
23284,0,0
23285,-2,-1
23286,0,0
23287,0,0
23288,0,0
23289,0,0
23290,0,0
23291,2,1
23292,0,0
23293,0,0
23294,0,0
23295,0,0
23296,0,0
23297,0,0
23298,0,0
23299,-2,-1
23300,0,0
23301,1,1
23302,0,0
23303,1,1
23304,0,0
23305,-1,-1
23306,1,1
23307,0,0
23308,2,1
23309,0,0
23310,0,0
23311,0,0
23312,0,0
23313,0,0
23314,0,0
23315,0,0
23316,1,1
23317,-1,-1
23318,0,0
23319,0,0
23320,1,1
23321,1,1
23322,0,0
23323,0,0
23324,0,0
23325,0,0
23326,-2,-1
23327,0,0
23328,0,0
23329,1,1
23330,0,0
23331,0,0
23332,-1,-1
23333,-1,-1
23334,0,0
23335,0,0
23336,0,0
23337,0,0
23338,0,0
23339,0,0
23340,0,0
23341,0,0
23342,0,0
23343,0,0
23344,0,0
23345,0,0
23346,0,0
23347,0,0
23348,-4,-1
23349,3,1
23350,0,0
23351,0,0
23352,-1,-1
23353,-2,-1
23354,0,0
23355,0,0
23356,-1,-1
23357,0,0
23358,0,0
23359,0,0
23360,0,0
23361,-1,-1
23362,0,0
23363,-1,-1
23364,0,0
23365,0,0
23366,0,0
23367,0,0
23368,0,0
23369,0,0
23370,1,1
23371,-1,-1
23372,1,1
23373,0,0
23374,0,0
23375,3,1
23376,0,0
23377,0,0
23378,1,1
23379,0,0
23380,0,0
23381,0,0
23382,2,1
23383,-1,-1
23384,0,0
23385,1,1
23386,0,0
23387,0,0
23388,0,0
23389,0,0
23390,1,1
23391,0,0
23392,1,1
23393,-1,-1
23394,2,1
23395,0,0
23396,0,0
23397,0,0
23398,0,0
23399,1,1
23400,0,0
23401,0,0
23402,0,0
23403,0,0
23404,0,0
23405,0,0
23406,0,0
23407,1,1
23408,0,0
23409,0,0
23410,-1,-1
23411,1,1
23412,0,0
23413,0,0
23414,0,0
23415,0,0
23416,2,1
23417,-1,-1
23418,1,1
23419,-1,-1
23420,2,1
23421,0,0
23422,0,0
23423,0,0
23424,0,0
23425,-2,-1
23426,-2,-1
23427,-1,-1
23428,0,0
23429,0,0
23430,-3,-1
23431,-1,-1
23432,-2,-1
23433,-1,-1
23434,0,0
23435,1,1
23436,0,0
23437,1,1
23438,0,0
23439,0,0
23440,-1,-1
23441,0,0
23442,-1,-1
23443,0,0
23444,0,0
23445,0,0
23446,1,1
23447,1,1
23448,0,0
23449,0,0
23450,0,0
23451,1,1
23452,0,0
23453,1,1
23454,0,0
23455,1,1
23456,0,0
23457,0,0
23458,-1,-1
23459,0,0
23460,1,1
23461,0,0
23462,0,0
23463,0,0
23464,0,0
23465,0,0
23466,0,0
23467,-2,-1
23468,-1,-1
23469,-1,-1
23470,1,1
23471,1,1
23472,-1,-1
23473,1,1
23474,0,0
23475,0,0
23476,-1,-1
23477,1,1
23478,0,0
23479,-1,-1
23480,0,0
23481,0,0
23482,0,0
23483,0,0
23484,-1,-1
23485,0,0
23486,1,1
23487,1,1
23488,0,0
23489,0,0
23490,-2,-1
23491,1,1
23492,0,0
23493,0,0
23494,0,0
23495,-1,-1
23496,0,0
23497,0,0
23498,0,0
23499,0,0
23500,0,0
23501,0,0
23502,1,1
23503,0,0
23504,-1,-1
23505,0,0
23506,1,1
23507,0,0
23508,0,0
23509,1,1
23510,1,1
23511,-1,-1
23512,-1,-1
23513,0,0
23514,-1,-1
23515,0,0
23516,0,0
23517,0,0
23518,0,0
23519,0,0
23520,1,1
23521,0,0
23522,0,0
23523,0,0
23524,0,0
23525,0,0
23526,-2,-1
23527,1,1
23528,0,0
23529,0,0
23530,0,0
23531,0,0
23532,0,0
23533,0,0
23534,0,0
23535,0,0
23536,-1,-1
23537,0,0
23538,-1,-1
23539,1,1
23540,-2,-1
23541,0,0
23542,1,1
23543,1,1
23544,0,0
23545,0,0
23546,0,0
23547,-1,-1
23548,-1,-1
23549,-1,-1
23550,0,0
23551,0,0
23552,1,1
23553,1,1
23554,1,1
23555,0,0
23556,0,0
23557,0,0
23558,0,0
23559,-1,-1
23560,-1,-1
23561,1,1
23562,2,1
23563,0,0
23564,0,0
23565,0,0
23566,0,0
23567,0,0
23568,0,0
23569,0,0
23570,0,0
23571,0,0
23572,-1,-1
23573,0,0
23574,-1,-1
23575,0,0
23576,0,0
23577,2,1
23578,0,0
23579,1,1
23580,0,0
23581,1,1
23582,0,0
23583,0,0
23584,1,1
23585,-2,-1
23586,0,0
23587,0,0
23588,-1,-1
23589,0,0
23590,0,0
23591,-1,-1
23592,0,0
23593,0,0
23594,0,0
23595,0,0
23596,0,0
23597,-2,-1
23598,0,0
23599,0,0
23600,0,0
23601,0,0
23602,0,0
23603,-2,-1
23604,-1,-1
23605,-1,-1
23606,0,0
23607,0,0
23608,0,0
23609,0,0
23610,0,0
23611,0,0
23612,2,1
23613,1,1
23614,1,1
23615,0,0
23616,1,1
23617,0,0
23618,0,0
23619,0,0
23620,1,1
23621,0,0
23622,0,0
23623,2,1
23624,0,0
23625,-1,-1
23626,0,0
23627,-1,-1
23628,0,0
23629,0,0
23630,1,1
23631,0,0
23632,0,0
23633,1,1
23634,0,0
23635,2,1
23636,0,0
23637,0,0
23638,-1,-1
23639,-2,-1
23640,-1,-1
23641,-1,-1
23642,0,0
23643,1,1
23644,0,0
23645,0,0
23646,0,0
23647,0,0
23648,0,0
23649,0,0
23650,2,1
23651,2,1
23652,0,0
23653,0,0
23654,0,0
23655,0,0
23656,0,0
23657,0,0
23658,0,0
23659,0,0
23660,0,0
23661,1,1
23662,0,0
23663,0,0
23664,-1,-1
23665,1,1
23666,1,1
23667,0,0
23668,0,0
23669,1,1
23670,-2,-1
23671,0,0
23672,0,0
23673,0,0
23674,1,1
23675,0,0
23676,-1,-1
23677,1,1
23678,-1,-1
23679,0,0
23680,2,1
23681,0,0
23682,0,0
23683,1,1
23684,-1,-1
23685,0,0
23686,0,0
23687,0,0
23688,-1,-1
23689,0,0
23690,0,0
23691,0,0
23692,-1,-1
23693,-2,-1
23694,0,0
23695,1,1
23696,0,0
23697,-1,-1
23698,-1,-1
23699,-1,-1
23700,0,0
23701,0,0
23702,0,0
23703,0,0
23704,0,0
23705,0,0
23706,-2,-1
23707,0,0
23708,1,1
23709,-2,-1
23710,0,0
23711,0,0
23712,0,0
23713,1,1
23714,-1,-1
23715,0,0
23716,0,0
23717,3,1
23718,0,0
23719,0,0
23720,-1,-1
23721,-1,-1
23722,1,1
23723,0,0
23724,0,0
23725,0,0
23726,0,0
23727,0,0
23728,3,1
23729,2,1
23730,0,0
23731,0,0
23732,-1,-1
23733,1,1
23734,0,0
23735,0,0
23736,-1,-1
23737,-1,-1
23738,0,0
23739,0,0
23740,3,1
23741,-1,-1
23742,0,0
23743,0,0
23744,1,1
23745,-1,-1
23746,-1,-1
23747,0,0
23748,0,0
23749,0,0
23750,0,0
23751,0,0
23752,0,0
23753,0,0
23754,-1,-1
23755,0,0
23756,1,1
23757,1,1
23758,-1,-1
23759,0,0
23760,-1,-1
23761,-1,-1
23762,0,0
23763,0,0
23764,0,0
23765,0,0
23766,-3,-1
23767,0,0
23768,0,0
23769,1,1
23770,0,0
23771,4,1
23772,-1,-1
23773,2,1
23774,0,0
23775,-1,-1
23776,0,0
23777,0,0
23778,0,0
23779,-1,-1
23780,1,1
23781,-1,-1
23782,-1,-1
23783,0,0
23784,0,0
23785,-1,-1
23786,0,0
23787,-1,-1
23788,0,0
23789,0,0
23790,0,0
23791,0,0
23792,1,1
23793,-1,-1
23794,-2,-1
23795,0,0
23796,-1,-1
23797,0,0
23798,1,1
23799,0,0
23800,0,0
23801,0,0
23802,0,0
23803,-1,-1
23804,0,0
23805,2,1
23806,1,1
23807,0,0
23808,0,0
23809,0,0
23810,0,0
23811,0,0
23812,-1,-1
23813,2,1
23814,0,0
23815,0,0
23816,0,0
23817,0,0
23818,0,0
23819,0,0
23820,1,1
23821,-2,-1
23822,0,0
23823,0,0
23824,0,0
23825,1,1
23826,0,0
23827,-1,-1
23828,-1,-1
23829,1,1
23830,-1,-1
23831,0,0
23832,1,1
23833,0,0
23834,-1,-1
23835,0,0
23836,-1,-1
23837,-1,-1
23838,-2,-1
23839,1,1
23840,0,0
23841,-2,-1
23842,0,0
23843,-1,-1
23844,0,0
23845,0,0
23846,0,0
23847,0,0
23848,0,0
23849,0,0
23850,0,0
23851,-1,-1
23852,1,1
23853,0,0
23854,0,0
23855,-1,-1
23856,0,0
23857,1,1
23858,0,0
23859,0,0
23860,0,0
23861,0,0
23862,1,1
23863,1,1
23864,0,0
23865,-1,-1
23866,0,0
23867,-1,-1
23868,0,0
23869,0,0
23870,0,0
23871,-2,-1
23872,0,0
23873,0,0
23874,0,0
23875,-1,-1
23876,-2,-1
23877,0,0
23878,1,1
23879,0,0
23880,-1,-1
23881,0,0
23882,0,0
23883,-1,-1
23884,-1,-1
23885,0,0
23886,0,0
23887,1,1
23888,0,0
23889,-1,-1
23890,0,0
23891,0,0
23892,0,0
23893,0,0
23894,0,0
23895,0,0
23896,0,0
23897,0,0
23898,-1,-1
23899,0,0
23900,0,0
23901,0,0
23902,-1,-1
23903,0,0
23904,0,0
23905,2,1
23906,1,1
23907,0,0
23908,0,0
23909,-1,-1
23910,0,0
23911,-1,-1
23912,0,0
23913,-2,-1
23914,0,0
23915,-1,-1
23916,-1,-1
23917,0,0
23918,2,1
23919,0,0
23920,0,0
23921,1,1
23922,0,0
23923,0,0
23924,2,1
23925,-2,-1
23926,-3,-1
23927,0,0
23928,0,0
23929,0,0
23930,0,0
23931,-1,-1
23932,0,0
23933,0,0
23934,1,1
23935,2,1
23936,0,0
23937,0,0
23938,-1,-1
23939,0,0
23940,0,0
23941,0,0
23942,0,0
23943,2,1
23944,0,0
23945,0,0
23946,0,0
23947,0,0
23948,0,0
23949,0,0
23950,1,1
23951,1,1
23952,0,0
23953,0,0
23954,0,0
23955,3,1
23956,-1,-1
23957,0,0
23958,0,0
23959,1,1
23960,0,0
23961,0,0
23962,1,1
23963,-2,-1
23964,2,1
23965,0,0
23966,0,0
23967,0,0
23968,-2,-1
23969,-1,-1
23970,0,0
23971,0,0
23972,1,1
23973,0,0
23974,0,0
23975,0,0
23976,0,0
23977,0,0
23978,2,1
23979,0,0
23980,1,1
23981,-1,-1
23982,-1,-1
23983,0,0
23984,1,1
23985,0,0
23986,-1,-1
23987,-2,-1
23988,0,0
23989,0,0
23990,0,0
23991,1,1
23992,-1,-1
23993,0,0
23994,1,1
23995,0,0
23996,-1,-1
23997,0,0
23998,0,0
23999,0,0
24000,0,0
24001,0,0
24002,0,0
24003,3,1
24004,-1,-1
24005,-1,-1
24006,1,1
24007,0,0
24008,1,1
24009,0,0
24010,0,0
24011,0,0
24012,0,0
24013,0,0
24014,0,0
24015,0,0
24016,-1,-1
24017,0,0
24018,1,1
24019,-1,-1
24020,0,0
24021,0,0
24022,0,0
24023,0,0
24024,0,0
24025,-3,-1
24026,1,1
24027,0,0
24028,0,0
24029,1,1
24030,0,0
24031,0,0
24032,0,0
24033,0,0
24034,0,0
24035,0,0
24036,1,1
24037,-1,-1
24038,0,0
24039,0,0
24040,0,0
24041,0,0
24042,0,0
24043,-1,-1
24044,0,0
24045,0,0
24046,0,0
24047,-1,-1
24048,0,0
24049,0,0
24050,0,0
24051,-1,-1
24052,-1,-1
24053,-3,-1
24054,-1,-1
24055,1,1
24056,1,1
24057,0,0
24058,0,0
24059,0,0
24060,-1,-1
24061,1,1
24062,-1,-1
24063,0,0
24064,0,0
24065,0,0
24066,0,0
24067,0,0
24068,0,0
24069,-1,-1
24070,0,0
24071,-1,-1
24072,0,0
24073,0,0
24074,0,0
24075,0,0
24076,1,1
24077,0,0
24078,0,0
24079,0,0
24080,-2,-1
24081,2,1
24082,0,0
24083,2,1
24084,0,0
24085,0,0
24086,0,0
24087,0,0
24088,0,0
24089,2,1
24090,0,0
24091,0,0
24092,0,0
24093,0,0
24094,0,0
24095,0,0
24096,0,0
24097,-1,-1
24098,0,0
24099,1,1
24100,0,0
24101,-2,-1
24102,0,0
24103,0,0
24104,0,0
24105,0,0
24106,-2,-1
24107,0,0
24108,0,0
24109,0,0
24110,1,1
24111,0,0
24112,0,0
24113,-3,-1
24114,0,0
24115,0,0
24116,-1,-1
24117,0,0
24118,1,1
24119,0,0
24120,1,1
24121,0,0
24122,0,0
24123,-1,-1
24124,-1,-1
24125,-1,-1
24126,0,0
24127,0,0
24128,0,0
24129,0,0
24130,0,0
24131,-1,-1
24132,0,0
24133,1,1
24134,1,1
24135,0,0
24136,-3,-1
24137,0,0
24138,-1,-1
24139,0,0
24140,2,1
24141,-1,-1
24142,2,1
24143,0,0
24144,2,1
24145,0,0
24146,0,0
24147,-1,-1
24148,0,0
24149,0,0
24150,0,0
24151,2,1
24152,0,0
